"year","month","best_vessel_class","eez_id","eez_iso3","foreign_kilowats","total_kilowats","local_kilowats","prop_kilowats_foreign","foreign_hours","total_hours","local_hours","prop_hours_foreign","date","nino34anom","nino34anom_l1","nino34anom_l2","status_c","area","status"
2012,1,"trawlers",5686,"NOR",164993.934544111,451921.544101957,286927.609557846,0.365094199861574,39.2283333333333,262.533611111111,223.305277777778,0.149422137482925,2012-01-01,-0.93,-1.05,-1.09,"WA",934522733297.245,FALSE
2012,1,"trawlers",5694,"SWE",54692.8297397094,68982.9559897094,14290.12625,0.792845550832415,165.638194444444,230.905277777778,65.2670833333333,0.717342609222878,2012-01-01,-0.93,-1.05,-1.09,"WA",157136194105.841,FALSE
2012,1,"trawlers",5696,"GBR",108288.97504172,689585.514431437,581296.539389717,0.157034874972691,212.845833333333,1660.19708333333,1447.35125,0.12820516038131,2012-01-01,-0.93,-1.05,-1.09,"WA",737021281674.934,FALSE
2012,1,"trawlers",8350,"SOM",145107.997271197,145107.997271197,0,1,104.391666666667,104.391666666667,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",781345721647.254,TRUE
2012,1,"trawlers",8368,"ESH",772189.035460599,772189.035460599,0,1,284.961527777778,284.961527777778,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",283637853245.282,TRUE
2012,1,"trawlers",8369,"MRT",1363598.42770804,1363598.42770804,0,1,261.009166666667,261.009166666667,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",173029180922.32,TRUE
2012,1,"trawlers",8387,"ATF",169632.078620085,169632.078620085,0,1,158.934861111111,158.934861111111,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",550200611523.449,FALSE
2012,1,"trawlers",8395,"NAM",715125.395462483,856205.053917261,141079.658454778,0.835226786142737,94.4194444444444,217.421388888889,123.001944444444,0.434269346392119,2012-01-01,-0.93,-1.05,-1.09,"TE",561573096316.815,TRUE
2012,1,"trawlers",8400,"GHA",31015.4355555556,203186.808784382,172171.373228827,0.152644926809537,5.85638888888889,224.644722222222,218.788333333333,0.0260695592175794,2012-01-01,-0.93,-1.05,-1.09,"TE",226702221918.202,TRUE
2012,1,"trawlers",8455,"NZL",1943152.73675743,2526236.28612212,583083.549364694,0.769188831397972,471.594305555556,739.979305555556,268.385,0.637307424700879,2012-01-01,-0.93,-1.05,-1.09,"WA",4099150993406.59,FALSE
2012,1,"trawlers",8471,"GNB",479778.229448499,479778.229448499,0,1,244.431527777778,244.431527777778,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",106867436301.935,TRUE
2012,1,"trawlers",8473,"CIV",147661.135390562,147661.135390562,0,1,36.4494444444444,36.4494444444444,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",171452747636.197,FALSE
2012,1,"trawlers",8478,"AGO",16563.5796589443,16563.5796589443,0,1,12.8483333333333,12.8483333333333,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",494906869955.16,FALSE
2012,1,"trawlers",33181,"SJM",1823562.00525902,1823562.00525902,0,1,555.499166666667,555.499166666667,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",794930451974.439,FALSE
2012,1,"trawlers",48964,"SEN",3069.58312355206,3069.58312355206,0,1,1.1475,1.1475,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",63336003020.5953,TRUE
2012,1,"tuna_purse_seines",8314,"SLB",320041.456443909,320041.456443909,0,1,111.459861111111,111.459861111111,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",1610691716797.17,FALSE
2012,1,"tuna_purse_seines",8316,"FSM",6492.88343674007,6492.88343674007,0,1,2.56944444444444,2.56944444444444,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",3009378260978.68,FALSE
2012,1,"tuna_purse_seines",8317,"NRU",219684.002823543,219684.002823543,0,1,88.2608333333333,88.2608333333333,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",308419797512.925,TRUE
2012,1,"tuna_purse_seines",8318,"MHL",156169.171550972,494420.874583531,338251.703032559,0.315862819672651,67.2856944444444,211.192361111111,143.906666666667,0.318599091796907,2012-01-01,-0.93,-1.05,-1.09,"WA",2003385982318.61,FALSE
2012,1,"tuna_purse_seines",8323,"AUS",46741.65575,46741.65575,0,1,14.57125,14.57125,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",6872169169490.71,FALSE
2012,1,"tuna_purse_seines",8324,"PNG",625459.900094097,625459.900094097,0,1,237.119027777778,237.119027777778,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",2408598644316.75,FALSE
2012,1,"tuna_purse_seines",8326,"TUV",716278.962486693,716278.962486693,0,1,240.062083333333,240.062083333333,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",752141363761.69,TRUE
2012,1,"tuna_purse_seines",8390,"SLE",11711.02625,11711.02625,0,1,3.78875,3.78875,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",160648364455.844,TRUE
2012,1,"tuna_purse_seines",8391,"LBR",5081.04758541667,5081.04758541667,0,1,3.43013888888889,3.43013888888889,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",251195484644.924,FALSE
2012,1,"tuna_purse_seines",8423,"PAN",7897.87974290518,7897.87974290518,0,1,6.09069444444444,6.09069444444444,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",332649557660.771,TRUE
2012,1,"tuna_purse_seines",8424,"CRI",1177.84720586049,1177.84720586049,0,1,0.908333333333333,0.908333333333333,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",580068868743.821,TRUE
2012,1,"tuna_purse_seines",8426,"COL",5590.63195173107,5590.63195173107,0,1,4.31138888888889,4.31138888888889,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",718955662743.007,TRUE
2012,1,"tuna_purse_seines",8441,"KIR",282400.755522275,282400.755522275,0,1,78.4965277777778,78.4965277777778,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",1638950840345.37,TRUE
2012,1,"tuna_purse_seines",8446,"COK",48639.1585555556,48639.1585555556,0,1,15.1627777777778,15.1627777777778,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",1967355616940.89,TRUE
2012,1,"tuna_purse_seines",8449,"TKL",237309.86657691,237309.86657691,0,1,74.0519444444444,74.0519444444444,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",320542415627.85,TRUE
2012,1,"tuna_purse_seines",8450,"KIR",419305.763666976,419305.763666976,0,1,132.944305555556,132.944305555556,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",744633577719.406,TRUE
2012,1,"tuna_purse_seines",8473,"CIV",31428.0793882159,31428.0793882159,0,1,28.5705555555556,28.5705555555556,0,1,2012-01-01,-0.93,-1.05,-1.09,"WA",171452747636.197,FALSE
2012,1,"tuna_purse_seines",8488,"KIR",4936439.24510101,5350479.83775701,414040.592656001,0.922616175518648,1854.62902777778,2009.68083333333,155.051805555556,0.922847547240434,2012-01-01,-0.93,-1.05,-1.09,"TE",1052397428817.25,TRUE
2012,1,"tuna_purse_seines",48964,"SEN",32291.85625,32291.85625,0,1,52.5070833333333,52.5070833333333,0,1,2012-01-01,-0.93,-1.05,-1.09,"TE",63336003020.5953,TRUE
2012,2,"drifting_longlines",8314,"SLB",322235.728769016,322235.728769016,0,1,457.735555555556,457.735555555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",1610691716797.17,FALSE
2012,2,"drifting_longlines",8316,"FSM",477582.292925384,477582.292925384,0,1,591.937361111111,591.937361111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",3009378260978.68,FALSE
2012,2,"drifting_longlines",8318,"MHL",545593.460046479,545593.460046479,0,1,739.573055555556,739.573055555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",2003385982318.61,FALSE
2012,2,"drifting_longlines",8324,"PNG",4385.91590219997,4385.91590219997,0,1,5.65236111111111,5.65236111111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",2408598644316.75,FALSE
2012,2,"drifting_longlines",8326,"TUV",440.995,440.995,0,1,0.593333333333333,0.593333333333333,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",752141363761.69,TRUE
2012,2,"drifting_longlines",8337,"SYC",408627.032398447,461116.753673379,52489.721274932,0.886168262469787,286.809444444444,348.489583333333,61.6801388888889,0.823007223633737,2012-02-01,-0.61,-0.93,-1.05,"TE",1340224219341.53,TRUE
2012,2,"drifting_longlines",8338,"REU",33558.9489225333,36111.0837492457,2552.13482671243,0.929325443555381,81.5930555555556,87.6122222222222,6.01916666666666,0.93129763731595,2012-02-01,-0.61,-0.93,-1.05,"TE",314556237932.323,TRUE
2012,2,"drifting_longlines",8339,"ATF",49108.78,49108.78,0,1,167.036666666667,167.036666666667,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",62447080498.3569,TRUE
2012,2,"drifting_longlines",8340,"ATF",48365.9670961576,48365.9670961576,0,1,125.52625,125.52625,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",120554224741.086,TRUE
2012,2,"drifting_longlines",8347,"MOZ",2609035.12249158,2609035.12249158,0,1,3550.69388888889,3550.69388888889,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",565702762240.776,TRUE
2012,2,"drifting_longlines",8348,"MDG",1297077.82501599,1297077.82501599,0,1,1903.17652777778,1903.17652777778,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",1195434752320.78,TRUE
2012,2,"drifting_longlines",8361,"PRT",164637.199861528,164637.199861528,0,1,570.183611111111,570.183611111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",960261884809.945,FALSE
2012,2,"drifting_longlines",8362,"CPV",729386.613784952,729386.613784952,0,1,1190.82125,1190.82125,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",802218311651.587,TRUE
2012,2,"drifting_longlines",8368,"ESH",77.9190436111111,77.9190436111111,0,1,0.105972222222222,0.105972222222222,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",283637853245.282,TRUE
2012,2,"drifting_longlines",8371,"SEN",9504.1365437501,9504.1365437501,0,1,6.37305555555556,6.37305555555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",158749863561.952,TRUE
2012,2,"drifting_longlines",8396,"ZAF",7610.96218916667,7610.96218916667,0,1,13.4241666666667,13.4241666666667,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",1070740280302.53,FALSE
2012,2,"drifting_longlines",8397,"STP",166585.5027775,166585.5027775,0,1,226.56125,226.56125,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",131158186148.748,FALSE
2012,2,"drifting_longlines",8441,"KIR",8775289.76243534,8775289.76243534,0,1,10017.3370833333,10017.3370833333,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",1638950840345.37,TRUE
2012,2,"drifting_longlines",8443,"UMI",3144.17460416667,3144.17460416667,0,1,4.00111111111111,4.00111111111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",352600357847.869,TRUE
2012,2,"drifting_longlines",8450,"KIR",509596.47315404,509596.47315404,0,1,576.419305555556,576.419305555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",744633577719.406,TRUE
2012,2,"drifting_longlines",8451,"UMI",8010.253,8010.253,0,1,8.98111111111111,8.98111111111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",433849324369.17,TRUE
2012,2,"drifting_longlines",8452,"UMI",2220.72703967141,2220.72703967141,0,1,1.92555555555556,1.92555555555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",440537870794.371,TRUE
2012,2,"drifting_longlines",8476,"GAB",2827.04178805556,2827.04178805556,0,1,3.84486111111111,3.84486111111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",201642704334.825,FALSE
2012,2,"drifting_longlines",8488,"KIR",3378368.83461786,3378368.83461786,0,1,3809.92486111111,3809.92486111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",1052397428817.25,TRUE
2012,2,"drifting_longlines",21797,"STP",1234.45006444444,1234.45006444444,0,1,1.67888888888889,1.67888888888889,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",34533145912.9803,TRUE
2012,2,"drifting_longlines",48945,"MDG",126169.07931424,126169.07931424,0,1,323.131527777778,323.131527777778,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",43466671927.1796,TRUE
2012,2,"trawlers",3293,"BEL",4461.65236111111,4461.65236111111,0,1,20.1884722222222,20.1884722222222,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",3337846207.30914,FALSE
2012,2,"trawlers",5668,"NLD",1364.59763888889,374021.773494878,372657.175855989,0.00364844438369997,1.90972222222222,1588.46722222222,1586.5575,0.00120224213348927,2012-02-01,-0.61,-0.93,-1.05,"WA",65777139693.1838,FALSE
2012,2,"trawlers",5669,"DEU",3568.93323061844,3611.01531395178,42.0820833333332,0.988346190842575,10.9401388888889,11.1305555555556,0.190416666666668,0.982892438233092,2012-02-01,-0.61,-0.93,-1.05,"WA",57092673299.5876,FALSE
2012,2,"trawlers",5674,"DNK",6163.95375,496027.777139713,489863.823389713,0.0124266301890264,28.93875,1599.56041666667,1570.62166666667,0.0180916892531672,2012-02-01,-0.61,-0.93,-1.05,"WA",107921891301.475,FALSE
2012,2,"trawlers",5677,"FRA",379527.879877954,633720.334095344,254192.45421739,0.598888594003761,98.2748611111111,874.733611111111,776.45875,0.112348330809284,2012-02-01,-0.61,-0.93,-1.05,"WA",345482594494.189,FALSE
2012,2,"trawlers",5680,"ISL",596019.891535211,4531353.4418963,3935333.55036109,0.131532421643496,228.112638888889,2592.86208333333,2364.74944444444,0.08797715865999,2012-02-01,-0.61,-0.93,-1.05,"WA",760163735084.72,FALSE
2012,2,"trawlers",5681,"IRL",3243058.31486064,3298356.18817554,55297.8733148999,0.983234717489536,853.620138888889,981.900416666667,128.280277777778,0.869355104040733,2012-02-01,-0.61,-0.93,-1.05,"WA",425247893803.212,FALSE
2012,2,"trawlers",5686,"NOR",20100699.0784356,24705550.449185,4604851.37074938,0.813610654811324,7046.34458333333,9321.565,2275.22041666667,0.755918623464336,2012-02-01,-0.61,-0.93,-1.05,"WA",934522733297.245,FALSE
2012,2,"trawlers",5690,"RUS",294255.382691234,13798820.4210478,13504565.0383565,0.0213246765819488,90.2775,3941.3125,3851.035,0.022905440763705,2012-02-01,-0.61,-0.93,-1.05,"WA",7763801991472.05,FALSE
2012,2,"trawlers",5694,"SWE",115936.663304194,166155.525336433,50218.8620322382,0.697759903376341,315.274722222222,401.346527777778,86.0718055555556,0.78554241883659,2012-02-01,-0.61,-0.93,-1.05,"WA",157136194105.841,FALSE
2012,2,"trawlers",5696,"GBR",2938788.36644829,4071845.11928917,1133056.75284088,0.72173382836362,821.099722222222,3573.24930555556,2752.14958333333,0.229790773609221,2012-02-01,-0.61,-0.93,-1.05,"WA",737021281674.934,FALSE
2012,2,"trawlers",8350,"SOM",595084.688146668,595084.688146668,0,1,428.107916666667,428.107916666667,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",781345721647.254,TRUE
2012,2,"trawlers",8364,"ESP",4238.33333333333,4238.33333333333,0,1,0.706388888888889,0.706388888888889,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",447019696824.495,TRUE
2012,2,"trawlers",8368,"ESH",3525989.25698777,3525989.25698777,0,1,1153.14833333333,1153.14833333333,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",283637853245.282,TRUE
2012,2,"trawlers",8369,"MRT",7959153.2763684,7959153.2763684,0,1,1378.00694444444,1378.00694444444,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",173029180922.32,TRUE
2012,2,"trawlers",8370,"GMB",37632.4933333333,37632.4933333333,0,1,7.10583333333333,7.10583333333333,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",22962405011.3666,TRUE
2012,2,"trawlers",8371,"SEN",5201.53260903047,5201.53260903047,0,1,4.10694444444444,4.10694444444444,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",158749863561.952,TRUE
2012,2,"trawlers",8385,"ATF",356416.352324435,356416.352324435,0,1,333.940277777778,333.940277777778,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",573702951671.994,FALSE
2012,2,"trawlers",8389,"FLK",532447.308178374,2555008.67424647,2022561.3660681,0.208393542278444,281.745555555556,1189.29388888889,907.548333333333,0.236901541484233,2012-02-01,-0.61,-0.93,-1.05,"WA",550408160146.589,FALSE
2012,2,"trawlers",8390,"SLE",1622.73902250852,1622.73902250852,0,1,0.482638888888889,0.482638888888889,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",160648364455.844,TRUE
2012,2,"trawlers",8395,"NAM",2306011.88637585,2645589.84401764,339577.957641794,0.871643762766301,584.821111111111,880.886111111111,296.065,0.66390093308821,2012-02-01,-0.61,-0.93,-1.05,"TE",561573096316.815,TRUE
2012,2,"trawlers",8438,"GRL",2548766.23967475,3235950.7171791,687184.477504346,0.787640623246762,1020.16444444444,1400.43333333333,380.268888888889,0.728463412118471,2012-02-01,-0.61,-0.93,-1.05,"WA",2263301882856.99,FALSE
2012,2,"trawlers",8440,"PYF",9379.80444444444,9379.80444444444,0,1,1.77111111111111,1.77111111111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",4768966392518.57,TRUE
2012,2,"trawlers",8455,"NZL",7344711.23290126,9638470.04336814,2293758.81046688,0.762020445138476,2028.51430555556,3177.1125,1148.59819444444,0.638477329825606,2012-02-01,-0.61,-0.93,-1.05,"WA",4099150993406.59,FALSE
2012,2,"trawlers",8462,"GUF",56442.5075,56442.5075,0,1,180.3275,180.3275,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",131300842428.223,TRUE
2012,2,"trawlers",8466,"ARG",85404.8685349577,2567969.67164607,2482564.80311111,0.0332577403378029,95.3738888888889,1796.28819444444,1700.91430555556,0.05309498174283,2012-02-01,-0.61,-0.93,-1.05,"WA",1073026853607.56,FALSE
2012,2,"trawlers",8471,"GNB",3402764.36071078,3402764.36071078,0,1,1329.99916666667,1329.99916666667,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",106867436301.935,TRUE
2012,2,"trawlers",8472,"GIN",353297.472633198,353297.472633198,0,1,102.5325,102.5325,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",102659895731.074,TRUE
2012,2,"trawlers",8478,"AGO",693507.955919737,693507.955919737,0,1,537.952638888889,537.952638888889,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",494906869955.16,FALSE
2012,2,"trawlers",8493,"CAN",103813.858429587,3850180.8839674,3746367.02553781,0.0269633717371255,95.22375,2633.27458333333,2538.05083333333,0.0361617244941699,2012-02-01,-0.61,-0.93,-1.05,"WA",5741767866991.33,FALSE
2012,2,"trawlers",8494,"SPM",19547.8839563298,19547.8839563298,0,1,7.67305555555556,7.67305555555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",12498877802.2525,FALSE
2012,2,"trawlers",33181,"SJM",10289823.9462762,10289823.9462762,0,1,3667.95236111111,3667.95236111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",794930451974.439,FALSE
2012,2,"trawlers",48964,"SEN",328852.169452636,328852.169452636,0,1,115.085972222222,115.085972222222,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",63336003020.5953,TRUE
2012,2,"tuna_purse_seines",8314,"SLB",919172.439181945,919172.439181945,0,1,336.126527777778,336.126527777778,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",1610691716797.17,FALSE
2012,2,"tuna_purse_seines",8316,"FSM",1818014.12349557,1936037.96870025,118023.845204676,0.939038465612371,737.376666666667,788.927916666667,51.55125,0.934656577729165,2012-02-01,-0.61,-0.93,-1.05,"WA",3009378260978.68,FALSE
2012,2,"tuna_purse_seines",8317,"NRU",774862.212536521,774862.212536521,0,1,328.695,328.695,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",308419797512.925,TRUE
2012,2,"tuna_purse_seines",8318,"MHL",72703.6362234197,234950.207734307,162246.571510887,0.309442740759933,14.4794444444444,84.8544444444444,70.375,0.170638609907161,2012-02-01,-0.61,-0.93,-1.05,"WA",2003385982318.61,FALSE
2012,2,"tuna_purse_seines",8324,"PNG",9014793.10491318,9014793.10491318,0,1,3366.43875,3366.43875,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",2408598644316.75,FALSE
2012,2,"tuna_purse_seines",8326,"TUV",551554.30908363,551554.30908363,0,1,186.216944444444,186.216944444444,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",752141363761.69,TRUE
2012,2,"tuna_purse_seines",8362,"CPV",14720.3985806385,14720.3985806385,0,1,19.9695833333333,19.9695833333333,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",802218311651.587,TRUE
2012,2,"tuna_purse_seines",8371,"SEN",1422.17022196013,1422.17022196013,0,1,1.92930555555556,1.92930555555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",158749863561.952,TRUE
2012,2,"tuna_purse_seines",8390,"SLE",1084.41631207269,1084.41631207269,0,1,1.47111111111111,1.47111111111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",160648364455.844,TRUE
2012,2,"tuna_purse_seines",8391,"LBR",39467.7504902778,39467.7504902778,0,1,12.15875,12.15875,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",251195484644.924,FALSE
2012,2,"tuna_purse_seines",8397,"STP",47304.2625,47304.2625,0,1,12.8195833333333,12.8195833333333,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",131158186148.748,FALSE
2012,2,"tuna_purse_seines",8400,"GHA",52837.0641772984,52837.0641772984,0,1,15.2855555555556,15.2855555555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",226702221918.202,TRUE
2012,2,"tuna_purse_seines",8420,"TTO",9582.41144444444,9582.41144444444,0,1,2.98722222222222,2.98722222222222,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",77027685068.5838,TRUE
2012,2,"tuna_purse_seines",8432,"PER",10603.6865350838,10603.6865350838,0,1,8.17736111111111,8.17736111111111,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",852932760511.882,TRUE
2012,2,"tuna_purse_seines",8441,"KIR",180413.998719196,180413.998719196,0,1,50.37375,50.37375,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",1638950840345.37,TRUE
2012,2,"tuna_purse_seines",8444,"ASM",37320.2647098102,37320.2647098102,0,1,11.9352777777778,11.9352777777778,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",405928805664.575,TRUE
2012,2,"tuna_purse_seines",8446,"COK",678051.087333333,678051.087333333,0,1,240.423472222222,240.423472222222,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",1967355616940.89,TRUE
2012,2,"tuna_purse_seines",8449,"TKL",834352.646595918,834352.646595918,0,1,295.658888888889,295.658888888889,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",320542415627.85,TRUE
2012,2,"tuna_purse_seines",8450,"KIR",1720836.02497238,1948638.45009247,227802.425120087,0.883096617995361,581.2825,666.367361111111,85.0848611111111,0.87231538326061,2012-02-01,-0.61,-0.93,-1.05,"TE",744633577719.406,TRUE
2012,2,"tuna_purse_seines",8471,"GNB",17501.311503012,17501.311503012,0,1,25.6808333333333,25.6808333333333,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",106867436301.935,TRUE
2012,2,"tuna_purse_seines",8473,"CIV",97894.8410166667,97894.8410166667,0,1,37.3944444444444,37.3944444444444,0,1,2012-02-01,-0.61,-0.93,-1.05,"WA",171452747636.197,FALSE
2012,2,"tuna_purse_seines",8483,"MYS",48045.7155555556,48045.7155555556,0,1,14.9777777777778,14.9777777777778,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",514970140603.419,TRUE
2012,2,"tuna_purse_seines",8488,"KIR",4482000.23515974,4591929.46028924,109929.225129493,0.976060341065743,1460.88402777778,1502.01041666667,41.1263888888889,0.972619105411959,2012-02-01,-0.61,-0.93,-1.05,"TE",1052397428817.25,TRUE
2012,2,"tuna_purse_seines",8492,"IDN",21089.0573611111,21089.0573611111,0,1,6.57430555555556,6.57430555555556,0,1,2012-02-01,-0.61,-0.93,-1.05,"TE",6069692631196.46,TRUE
