"ISO_Ter1","month","mean_sst","r","p","tele"
"ABW",1,26.9851238250732,0.36792666386713,0.177253976779986,0
"ABW",2,26.704005241394,0.654597543249687,0.00809604282737381,1
"ABW",3,26.5873340606689,0.777355450256849,0.000648023615642588,1
"ABW",4,26.9913440704346,0.532126394764956,0.0411660252848343,1
"ABW",5,27.558241780599,-0.0210161606209645,0.940738876836874,0
"ABW",6,27.8504449208577,-0.483021736701773,0.0681724679479892,0
"ABW",7,28.039886601766,-0.475492600375755,0.0732307882423958,0
"ABW",8,28.6214687983195,-0.715073454594431,0.0027308035066106,0
"ABW",9,29.0498453776042,-0.369331159508681,0.175478864251958,0
"ABW",10,28.9550481160482,-0.0292916879473038,0.917466624965923,0
"ABW",11,28.5436021169027,0.383020564273379,0.158786329788207,0
"ABW",12,27.7773050308228,-0.0871129911732866,0.757546296056059,0
"AGO",1,25.5144566332173,0.496051755374397,0.0600220264106175,1
"AGO",2,26.336718642406,0.209810838136992,0.452946082060955,0
"AGO",3,26.8919586964143,-0.00109138700987977,0.996920033933656,0
"AGO",4,26.4054485777504,-0.247821677829401,0.373170592774857,0
"AGO",5,24.9696991129818,-0.100814476309367,0.720723407649203,0
"AGO",6,22.6928136827765,-0.279005705974723,0.313924106077845,0
"AGO",7,20.8986767662896,-0.332514933640619,0.225920116851178,0
"AGO",8,20.2818791401906,-0.554771006762703,0.0318370481369793,0
"AGO",9,20.8912504614689,-0.552794201296028,0.0325812444513255,0
"AGO",10,22.432910048656,0.0653608070227527,0.816983437389181,0
"AGO",11,24.1419442429502,0.262849742560592,0.343901078622346,0
"AGO",12,24.7895009554349,0.31289913752286,0.256154369423897,0
"AIA",1,26.0962977568309,0.645462054394677,0.00935449362306636,1
"AIA",2,25.7314541657766,0.670018793404648,0.00627645673249804,1
"AIA",3,25.6869333744049,0.767304174788324,0.00084103413823873,1
"AIA",4,26.0237222830455,0.644763836931922,0.00945661861404529,1
"AIA",5,26.6976680278778,0.165570902537756,0.555380918127402,0
"AIA",6,27.6769444624583,-0.085719624629207,0.761319658268291,0
"AIA",7,28.1624677499135,-0.348932724502958,0.202416713446467,0
"AIA",8,28.6279250939687,-0.49162138059075,0.062709131103426,0
"AIA",9,28.8090296904246,0.190166752989609,0.497230692746807,0
"AIA",10,28.6090373516083,0.627747225806534,0.0122267362301476,1
"AIA",11,27.8982091585795,0.57764902958255,0.0241245261843305,1
"AIA",12,26.917329454422,0.550127005133351,0.033605967327402,1
"ALB",1,14.2098042170207,0.500588659635589,0.05735817303372,1
"ALB",2,13.4385868708293,0.188820327671667,0.500338129130891,0
"ALB",3,13.6804640452067,0.144444920583882,0.60752691338534,0
"ALB",4,15.4789403279622,0.183468054623292,0.512779539313555,0
"ALB",5,18.6360232035319,-0.258143634820337,0.352924649027563,0
"ALB",6,22.7203744252523,-0.426777721422436,0.112626762505781,0
"ALB",7,24.5397719065348,0.299527635060829,0.278111008377638,0
"ALB",8,24.5763299306234,0.536192732466545,0.0393572862092189,1
"ALB",9,23.2803732554118,0.392207210835896,0.14819736177038,0
"ALB",10,21.0313026428223,0.438380717596927,0.102148122011872,0
"ALB",11,18.7700541178385,0.317023537822563,0.249602228282474,0
"ALB",12,15.9052082061768,0.65206322372521,0.00843097513123877,1
"ARE",1,22.0653311570485,0.125095672491679,0.510115453680575,0
"ARE",2,21.3925247722202,0.45274650367746,0.011996540181486,1
"ARE",3,22.434918806288,0.388269168731879,0.0339842754047575,1
"ARE",4,24.9424954308404,0.166762715579957,0.378439114910976,0
"ARE",5,28.3503814962175,0.111651784462422,0.55693633338484,0
"ARE",6,30.9133346875509,0.278304389719569,0.136443873833334,0
"ARE",7,32.4454723729028,0.186869453778346,0.322770458923201,0
"ARE",8,33.0420414023929,0.0277049650570281,0.884453457862898,0
"ARE",9,32.6694630304972,-0.133686975446697,0.481251413999549,0
"ARE",10,31.0827136463589,0.00439731057430916,0.981601050719775,0
"ARE",11,28.2234420034621,0.0171098834363034,0.928494636661185,0
"ARE",12,24.5034663995107,-0.327473307649191,0.0773109728631268,0
"ARG",1,12.9114504935249,-0.228530936751923,0.412651242651974,0
"ARG",2,13.6130718890952,-0.187317042733316,0.503818245109706,0
"ARG",3,13.0198100809698,-0.566978659940469,0.0275209036512361,0
"ARG",4,11.4523309927138,-0.0741240450292219,0.792908153657867,0
"ARG",5,9.73709201011708,0.0741045921757358,0.79296141286809,0
"ARG",6,8.24800173640251,0.221738414785561,0.427050810135843,0
"ARG",7,7.25612075666271,0.176874580969647,0.528298085499523,0
"ARG",8,6.79805830143116,0.302367822790888,0.273356044697109,0
"ARG",9,6.95545766435603,0.0925224809310944,0.742945676662384,0
"ARG",10,7.87404226234981,-0.517791598985898,0.0480373010260959,0
"ARG",11,9.33132744303771,-0.280062320057947,0.312018014841755,0
"ARG",12,11.2939116136107,0.157277447334649,0.575621618183967,0
"ASC",1,25.6535832228484,0.606175072269283,0.016600163268789,1
"ASC",2,26.615744555438,0.522425527495293,0.0457298740954258,1
"ASC",3,27.4147766183924,0.384100256344792,0.157516470111929,0
"ASC",4,27.6808972499989,0.191461169969485,0.494251835332325,0
"ASC",5,27.3460499728168,0.0260227297648708,0.926653071371855,0
"ASC",6,26.5843640292132,-0.346024236753098,0.206461331477173,0
"ASC",7,25.5356528776663,-0.4498159447601,0.0925070960912731,0
"ASC",8,24.5537535172922,-0.580474221735742,0.0232811499727691,0
"ASC",9,24.0017499605815,-0.347746565555805,0.20406004196788,0
"ASC",10,24.0477551460266,-0.351028204330843,0.199534353259166,0
"ASC",11,24.3421886903268,-0.277039595364904,0.317488761221434,0
"ASC",12,24.833178446028,0.0547662079847027,0.846292242093438,0
"ASM",1,28.8807335797478,0.585381689207382,0.0218697530423649,1
"ASM",2,28.8725897583307,0.443288134453175,0.0979284589136158,1
"ASM",3,29.1212933297251,0.600288979191377,0.0179801396118483,1
"ASM",4,29.1698321922153,0.300812082364128,0.275954533486061,0
"ASM",5,28.9440183976117,-0.165643016182053,0.555206271191994,0
"ASM",6,28.4197701323266,-0.149829369084202,0.594055145620245,0
"ASM",7,27.9047605813718,-0.285535686548264,0.302251975750121,0
"ASM",8,27.6910427168304,-0.524233179580307,0.0448523636431384,0
"ASM",9,27.7391252742094,-0.399018175786366,0.140659894677637,0
"ASM",10,28.0675615796856,-0.434204330493023,0.10583794430667,0
"ASM",11,28.4626936220655,-0.281955710356729,0.308619227115528,0
"ASM",12,28.7669443841074,0.107757420300411,0.702273969116211,0
"ATA",1,0.343684046483578,-0.406329011338954,0.132862125456497,0
"ATA",2,0.420498212459234,-0.2309832020528,0.407515613075351,0
"ATA",3,0.379715666854111,-0.681911676413296,0.00510720720869565,0
"ATA",4,0.259797295006207,-0.464249026218931,0.0812782215384797,0
"ATA",5,-0.0433339842278076,-0.367596960000923,0.177672378768987,0
"ATA",6,-0.115982684268038,0.0391249542179607,0.889895784105581,0
"ATA",7,-0.173938397793547,0.498298282418216,0.0586919574490272,1
"ATA",8,-0.0353845370413944,-0.164338215938002,0.558369915698574,0
"ATA",9,-0.248084377300777,0.148091552038183,0.59838998670768,0
"ATA",10,-0.261178152134067,0.137808424009243,0.624293552394188,0
"ATA",11,-0.228759643603085,-0.199207511525949,0.47660229054647,0
"ATA",12,0.0284697050556942,0.0759767949916051,0.787839505206912,0
"ATF",1,18.9373056364992,-0.00283797120261551,0.978820998373926,0
"ATF",2,19.3783723984888,0.00656709955169563,0.951016159049544,0
"ATF",3,19.3400970782943,0.0111683058121654,0.916793161771327,0
"ATF",4,18.7010838713533,0.0190223295567352,0.858758184861667,0
"ATF",5,17.5675334088879,0.0137100404978101,0.897948944054793,0
"ATF",6,16.5317084782538,0.00688241357195218,0.948667358015609,0
"ATF",7,15.7207837790278,0.0033009934396257,0.975366593799132,0
"ATF",8,15.3588965551211,0.00647680042215712,0.951688882899565,0
"ATF",9,15.4849513281046,0.00149498246690955,0.988842424866803,0
"ATF",10,15.9727794667054,-0.000191814280632128,0.998568378073575,0
"ATF",11,16.8652404436268,-0.00843503489839172,0.937108523854449,0
"ATF",12,18.0659959333089,-0.00613790302935524,0.9542139489309,0
"ATG",1,26.2171425247192,0.54641610433035,0.03507166312141,1
"ATG",2,25.8511778004964,0.631356713916044,0.011592267704504,1
"ATG",3,25.7856225458781,0.743805941446598,0.00147736079098501,1
"ATG",4,26.179168993632,0.375886853143726,0.167347574964005,0
"ATG",5,26.8561636479696,-0.0438155632253937,0.876783402751093,0
"ATG",6,27.6604832967122,-0.288452100629009,0.297122175228161,0
"ATG",7,28.1102326965332,-0.501079787684073,0.0570750733657629,0
"ATG",8,28.5860357157389,-0.592007354047041,0.0200689138883077,0
"ATG",9,28.7658628590902,0.161502482801555,0.565271906348265,0
"ATG",10,28.5930634435018,0.685227323734376,0.00481414057669015,1
"ATG",11,27.9448839696248,0.615608241995344,0.0145602969908457,1
"ATG",12,27.0618528620402,0.43245162642993,0.107413750946442,0
"AUS",1,19.5417370593269,0.00494098300672006,0.974302524393214,0
"AUS",2,19.9273338529967,0.0216312643510827,0.887838341407074,0
"AUS",3,19.8904904721333,0.0182752786238682,0.905153087429571,0
"AUS",4,19.5307358294731,0.0179175572597863,0.90700141221008,0
"AUS",5,18.7072656891177,0.00636882739243673,0.96688012685976,0
"AUS",6,17.7935775643346,-0.00183443123702729,0.990457965130514,0
"AUS",7,17.0899008782298,-0.00129555306724832,0.993260932993831,0
"AUS",8,16.8301684130589,-0.00732975637642334,0.961886426474692,0
"AUS",9,17.1522424538055,-0.00817588897363407,0.95749048095878,0
"AUS",10,17.7957210360075,-0.00915503741744438,0.952405037604448,0
"AUS",11,18.6382842640212,-0.00468975757778917,0.975608715294657,0
"AUS",12,19.4903537680155,-0.0105451457954146,0.945188432713828,0
"AZE",1,9.17840186357498,0.115232001005748,0.682583060874772,0
"AZE",2,8.00362287759781,0.301814106860952,0.27427920243629,0
"AZE",3,8.37105434735616,0.357821646346781,0.190371718939415,0
"AZE",4,10.2985806107521,-0.209953900569179,0.452630955031053,0
"AZE",5,16.5253375768661,0.140498071577573,0.617477133709579,0
"AZE",6,21.9070362726847,-0.0153598091086659,0.956672254347841,0
"AZE",7,25.0848090648651,-0.243937834977586,0.380948637036004,0
"AZE",8,26.7705985546112,-0.213485761495721,0.444885879031333,0
"AZE",9,24.5511705716451,-0.307458489535632,0.264956493979558,0
"AZE",10,20.538218053182,0.145288926417402,0.605407325856121,0
"AZE",11,15.6624968369802,-0.079148266821171,0.779181579638017,0
"AZE",12,11.7265630801519,-0.342211231575202,0.211841350085249,0
"BEL",1,7.91985788345337,0.326511198606037,0.234924345186714,0
"BEL",2,6.77379881540934,0.0435822373479693,0.877434979146198,0
"BEL",3,6.72094230651855,-0.030478793337119,0.91413295346271,0
"BEL",4,8.44889087677002,0.0711877351845534,0.800956853033622,0
"BEL",5,11.1443635304769,0.114557093483462,0.684353458138633,0
"BEL",6,14.1454167683919,0.237913150850589,0.393185344724882,0
"BEL",7,16.7622004826864,0.237236910649887,0.394571770461399,0
"BEL",8,17.9934886932373,0.099830219500126,0.723350734573729,0
"BEL",9,17.5865737915039,0.0222409003457137,0.937291458677064,0
"BEL",10,15.6534470240275,-0.160332329831637,0.568130442688968,0
"BEL",11,12.8003856023153,0.38180425282158,0.160225002809531,0
"BEL",12,9.59373315175374,0.688856310124657,0.00450882054439955,1
"BEN",1,27.8033653259277,0.104014959476851,0.712200343186806,0
"BEN",2,28.1198890686035,0.373054128189725,0.170829994584152,0
"BEN",3,28.5477881537543,0.522267147061397,0.0458073587727716,1
"BEN",4,28.9159461551242,0.488552414128278,0.0646209973948325,1
"BEN",5,28.8585329691569,0.328023789909159,0.232635088291952,0
"BEN",6,27.5659639994303,0.0128888076109122,0.963637931265302,0
"BEN",7,25.9963981628418,-0.012610492762566,0.964422653848262,0
"BEN",8,25.1418009863959,-0.461165341964464,0.0835911801114627,0
"BEN",9,25.703367445204,-0.296222154048124,0.283706816412332,0
"BEN",10,27.1757403479682,-0.145456657210009,0.604986443645707,0
"BEN",11,28.2513003879123,-0.149475425357377,0.594937004361632,0
"BEN",12,28.4034973568386,-0.226207661123816,0.417547654637419,0
"BES",1,26.7190684424506,0.34653135847,0.0197028555129815,1
"BES",2,26.3929614314327,0.56738724797408,4.81710181137854e-05,1
"BES",3,26.3617419702035,0.731051653091921,1.18094139862832e-08,1
"BES",4,26.8779405170017,0.51013754383186,0.000343771056340782,1
"BES",5,27.5113257796676,-0.114930073476476,0.452186150797198,0
"BES",6,27.9441366407606,-0.373918614196895,0.0113977424500151,0
"BES",7,28.2446936148184,-0.48352103519953,0.000766112756377667,0
"BES",8,28.7176821249503,-0.575898123602957,3.48409114500682e-05,0
"BES",9,29.08909323657,-0.146079356700735,0.33831285261282,0
"BES",10,28.9854469016746,0.269997980094761,0.0728592900130267,1
"BES",11,28.4186656951904,0.309614140530411,0.0384832904178456,1
"BES",12,27.5619364703143,0.222392781261461,0.142013456567294,0
"BGD",1,23.2333398770063,-0.216169274483569,0.439045927330864,0
"BGD",2,24.1044384491749,0.388087816180938,0.152885228192905,0
"BGD",3,26.4033451765012,0.472088858398315,0.0756037909744604,1
"BGD",4,28.2955018654848,0.0527960233280702,0.851764359454101,0
"BGD",5,29.3296314239502,0.272254934545441,0.326260464636689,0
"BGD",6,29.0187136332194,0.444025276918226,0.0973053599353074,1
"BGD",7,28.1620407063737,-0.0496116458050727,0.860622037454836,0
"BGD",8,27.8568146151355,-0.445486970431599,0.096078045524551,0
"BGD",9,28.5882764343523,0.251307838591523,0.366263259458235,0
"BGD",10,28.7787624554756,0.178677615691305,0.524033642591918,0
"BGD",11,27.252425081302,-0.130869094500702,0.642009996486947,0
"BGD",12,24.9707641210311,0.0915752437044489,0.745496625242045,0
"BGR",1,7.9949751663208,0.30698544043431,0.265730355536504,0
"BGR",2,6.72504032293956,0.119578925092848,0.671217445354805,0
