"year","month","month_n","date","nino3","nino34anom","nino4","nino4anom","soi"
1901,"August",8,1901-08-01,24.46,-0.38,28.46,-0.21,0.795
1901,"September",9,1901-09-01,24.46,-0.3,28.19,-0.49,-1.579
1901,"October",10,1901-10-01,24.59,-0.31,28.31,-0.37,-2.689
1901,"November",11,1901-11-01,24.83,-0.39,28.15,-0.47,-0.947
1901,"December",12,1901-12-01,25.07,-0.35,28.04,-0.41,-0.324
1902,"January",1,1902-01-01,25.48,-0.5,27.72,-0.54,1.677
1902,"February",2,1902-02-01,26.27,-0.26,27.85,-0.25,-0.282
1902,"March",3,1902-03-01,27.08,-0.27,27.87,-0.41,1.104
1902,"April",4,1902-04-01,27.7,0.2,28.69,0.19,1.146
1902,"May",5,1902-05-01,27.29,0.47,29.3,0.49,1.407
1902,"June",6,1902-06-01,27.33,0.77,29.25,0.44,0.236
1902,"July",7,1902-07-01,27.1,1.44,29.34,0.57,0.207
1902,"August",8,1902-08-01,26.28,1.21,29.11,0.44,-1.093
1902,"September",9,1902-09-01,26.23,1.44,29.46,0.78,-1.762
1902,"October",10,1902-10-01,26.48,1.4,29.33,0.66,-0.766
1902,"November",11,1902-11-01,26.6,1.54,29.24,0.62,-0.259
1902,"December",12,1902-12-01,26.41,1.39,28.91,0.46,-0.448
1903,"January",1,1903-01-01,26.67,1.33,28.87,0.6,-1.1
1903,"February",2,1903-02-01,26.77,0.93,28.92,0.82,-1.109
1903,"March",3,1903-03-01,27.47,0.79,28.95,0.67,1.803
1903,"April",4,1903-04-01,27.37,0.36,28.87,0.36,2.18
1903,"May",5,1903-05-01,26.76,-0.1,28.87,0.06,0.923
1903,"June",6,1903-06-01,26.5,0.29,29.2,0.39,-0.215
1903,"July",7,1903-07-01,25.11,-0.49,28.52,-0.26,0.601
1903,"August",8,1903-08-01,24.39,-0.32,28.77,0.09,-0.147
1903,"September",9,1903-09-01,24.14,-0.6,28.37,-0.32,0.814
1903,"October",10,1903-10-01,24.25,-0.42,28.41,-0.27,0.299
1903,"November",11,1903-11-01,24.17,-0.76,28.21,-0.41,-0.054
1903,"December",12,1903-12-01,23.97,-1.02,27.88,-0.57,1.664
1904,"January",1,1904-01-01,25.05,-0.73,27.3,-0.96,1.388
1904,"February",2,1904-02-01,25.66,-0.79,27.55,-0.54,1.533
1904,"March",3,1904-03-01,26.16,-0.85,27.82,-0.47,0.888
1904,"April",4,1904-04-01,26.71,-0.72,28.11,-0.4,3.635
1904,"May",5,1904-05-01,26.82,-0.4,28.2,-0.61,0.996
1904,"June",6,1904-06-01,26.69,0.14,28.55,-0.26,-1.011
1904,"July",7,1904-07-01,26.45,0.75,28.79,0.02,-0.87
1904,"August",8,1904-08-01,25.81,0.54,28.73,0.06,-0.105
1904,"September",9,1904-09-01,25.07,0.01,28.56,-0.12,-0.01
1904,"October",10,1904-10-01,25.9,0.91,29.1,0.42,-0.108
1904,"November",11,1904-11-01,25.52,0.15,28.28,-0.34,-1.812
1904,"December",12,1904-12-01,25.9,0.86,28.91,0.46,0.178
1905,"January",1,1905-01-01,26.24,0.68,28.56,0.3,-1.083
1905,"February",2,1905-02-01,26.82,0.72,28.77,0.68,-1.838
1905,"March",3,1905-03-01,28.03,0.92,28.82,0.53,-3.506
1905,"April",4,1905-04-01,27.62,0.29,28.77,0.27,-3.05
1905,"May",5,1905-05-01,28.29,1.08,29.41,0.6,-1.678
1905,"June",6,1905-06-01,27.33,0.59,29.01,0.2,-2.295
1905,"July",7,1905-07-01,26.39,0.82,29.36,0.58,-2.105
1905,"August",8,1905-08-01,26.23,1.04,29.24,0.56,-0.964
1905,"September",9,1905-09-01,26.27,1.42,29.6,0.92,-0.697
1905,"October",10,1905-10-01,25.92,1.12,29.08,0.4,-0.828
1905,"November",11,1905-11-01,26.08,0.83,28.97,0.35,-1.808
1905,"December",12,1905-12-01,26.07,1.17,29,0.55,-1.569
1906,"January",1,1906-01-01,26.5,0.89,28.37,0.11,-0.427
1906,"February",2,1906-02-01,26.9,0.67,28.48,0.38,-0.875
1906,"March",3,1906-03-01,27.34,0.8,29.1,0.82,-0.56
1906,"April",4,1906-04-01,27.74,0.45,28.74,0.24,-0.836
1906,"May",5,1906-05-01,26.89,0.02,28.78,-0.03,-1.027
1906,"June",6,1906-06-01,26.45,0.15,28.78,-0.04,-0.715
1906,"July",7,1906-07-01,24.72,-0.49,28.64,-0.14,0.678
1906,"August",8,1906-08-01,24.14,-0.37,28.75,0.07,1.426
1906,"September",9,1906-09-01,24,-0.81,27.87,-0.81,1.748
1906,"October",10,1906-10-01,24.13,-0.87,27.85,-0.83,0.807
1906,"November",11,1906-11-01,24.47,-0.33,28.44,-0.18,1.953
1906,"December",12,1906-12-01,24.49,-0.51,28.12,-0.33,0.302
1907,"January",1,1907-01-01,24.89,-0.57,27.9,-0.36,0.561
1907,"February",2,1907-02-01,25.79,-0.41,27.89,-0.21,-0.225
1907,"March",3,1907-03-01,26.55,-0.43,27.98,-0.31,-0.315
1907,"April",4,1907-04-01,26.86,-0.56,28.11,-0.4,-0.836
1907,"May",5,1907-05-01,26.37,-0.47,28.53,-0.28,-0.57
1907,"June",6,1907-06-01,26.13,-0.41,28.55,-0.26,0.449
1907,"July",7,1907-07-01,24.8,-0.55,28.36,-0.41,-0.031
1907,"August",8,1907-08-01,23.95,-0.65,28.36,-0.31,-1.048
1907,"September",9,1907-09-01,24.99,0.13,28.52,-0.16,-0.068
1907,"October",10,1907-10-01,24.48,-0.25,28.08,-0.59,-0.435
1907,"November",11,1907-11-01,24.55,-0.25,28.3,-0.32,-0.579
1907,"December",12,1907-12-01,24.93,-0.09,28.18,-0.27,0.65
1908,"January",1,1908-01-01,25.28,-0.27,27.82,-0.45,-0.987
1908,"February",2,1908-02-01,26.45,0.07,28.03,-0.06,0.837
1908,"March",3,1908-03-01,26.66,-0.63,27.89,-0.39,-0.412
1908,"April",4,1908-04-01,26.73,-0.55,28.22,-0.28,1.02
1908,"May",5,1908-05-01,26.26,-0.45,28.64,-0.17,0.18
1908,"June",6,1908-06-01,26.37,-0.22,28.27,-0.54,-0.631
1908,"July",7,1908-07-01,24.83,-0.63,28.11,-0.66,1.433
1908,"August",8,1908-08-01,24.53,-0.4,28.14,-0.54,0.204
1908,"September",9,1908-09-01,24.22,-0.52,28.15,-0.54,1.666
1908,"October",10,1908-10-01,24.46,-0.5,28.1,-0.58,0.721
1908,"November",11,1908-11-01,24.16,-0.88,27.8,-0.82,0.087
1908,"December",12,1908-12-01,23.94,-1.15,27.56,-0.88,-0.712
1909,"January",1,1909-01-01,25.4,-0.29,27.74,-0.52,-0.297
1909,"February",2,1909-02-01,25.36,-0.88,27.46,-0.63,-0.395
1909,"March",3,1909-03-01,26.64,-0.54,27.82,-0.47,-0.148
1909,"April",4,1909-04-01,26.62,-0.68,28.05,-0.45,-1.785
1909,"May",5,1909-05-01,26.37,-0.36,28.74,-0.07,0.074
1909,"June",6,1909-06-01,25.18,-1.1,27.96,-0.85,2.633
1909,"July",7,1909-07-01,24.55,-1,27.85,-0.93,1.083
1909,"August",8,1909-08-01,23.84,-0.97,27.6,-1.08,0.892
1909,"September",9,1909-09-01,23.83,-0.85,27.81,-0.88,0.064
1909,"October",10,1909-10-01,23.62,-1.24,27.51,-1.17,0.203
1909,"November",11,1909-11-01,23.42,-1.5,27.39,-1.24,0.741
1909,"December",12,1909-12-01,24.07,-1.08,27.51,-0.94,0.414
1910,"January",1,1910-01-01,24.6,-0.93,27.17,-1.09,0.601
1910,"February",2,1910-02-01,25.77,-0.64,27.35,-0.74,1.42
1910,"March",3,1910-03-01,26.32,-0.79,27.39,-0.89,1.25
1910,"April",4,1910-04-01,26.46,-1.17,27.3,-1.2,0.388
1910,"May",5,1910-05-01,25.72,-1.41,27.69,-1.12,0.087
1910,"June",6,1910-06-01,25.62,-1.04,27.59,-1.23,2.493
1910,"July",7,1910-07-01,24.88,-0.88,27.67,-1.11,2.065
1910,"August",8,1910-08-01,24.28,-0.9,27.6,-1.08,0.892
1910,"September",9,1910-09-01,23.89,-1.29,27.26,-1.42,1.46
1910,"October",10,1910-10-01,24.08,-0.94,27.48,-1.2,1.044
1910,"November",11,1910-11-01,24.58,-0.53,27.65,-0.97,1.742
1910,"December",12,1910-12-01,24.52,-0.64,27.61,-0.84,1.659
1911,"January",1,1911-01-01,24.98,-0.57,27.62,-0.64,0.304
1911,"February",2,1911-02-01,25.6,-0.58,27.63,-0.47,0.009
1911,"March",3,1911-03-01,26.35,-0.82,27.53,-0.76,0.223
1911,"April",4,1911-04-01,26.41,-1.11,27.48,-1.02,0.05
1911,"May",5,1911-05-01,25.75,-1.05,28.14,-0.67,-0.735
1911,"June",6,1911-06-01,25.91,-0.64,27.91,-0.9,-1.552
1911,"July",7,1911-07-01,25.59,-0.22,28.03,-0.75,-1.258
1911,"August",8,1911-08-01,25.23,-0.28,27.64,-1.04,-1.415
1911,"September",9,1911-09-01,25.65,0.22,28.06,-0.63,-0.875
1911,"October",10,1911-10-01,25.4,0.2,28.18,-0.5,-1.3
1911,"November",11,1911-11-01,25.91,0.84,28.82,0.2,-0.806
1911,"December",12,1911-12-01,26.6,0.96,28.35,-0.1,-0.268
1912,"January",1,1912-01-01,27.19,1.55,28.7,0.43,-1.114
1912,"February",2,1912-02-01,27.2,0.83,28.54,0.45,-1.827
1912,"March",3,1912-03-01,27.66,0.69,28.75,0.46,-1.143
1912,"April",4,1912-04-01,28,0.58,28.9,0.4,-2.27
1912,"May",5,1912-05-01,27.15,0,28.57,-0.24,-1.122
1912,"June",6,1912-06-01,26.29,-0.24,28.53,-0.29,-0.991
1912,"July",7,1912-07-01,25.26,-0.1,28.65,-0.12,-0.049
1912,"August",8,1912-08-01,24.58,-0.4,28.34,-0.34,-0.942
1912,"September",9,1912-09-01,25.1,0.09,28.46,-0.22,-0.397
1912,"October",10,1912-10-01,24.77,-0.13,28.3,-0.38,-0.973
1912,"November",11,1912-11-01,25.06,0.16,28.41,-0.21,0.125
1912,"December",12,1912-12-01,24.74,-0.49,27.95,-0.5,-1.009
1913,"January",1,1913-01-01,25.55,-0.2,27.78,-0.49,-0.41
1913,"February",2,1913-02-01,26.5,0.18,28.27,0.17,-0.627
1913,"March",3,1913-03-01,26.99,0.16,28.4,0.12,0.008
1913,"April",4,1913-04-01,26.31,-0.77,28.05,-0.45,-0.794
1913,"May",5,1913-05-01,26.57,-0.28,28.45,-0.36,-0.565
1913,"June",6,1913-06-01,26.3,-0.16,28.22,-0.59,-0.596
1913,"July",7,1913-07-01,25.53,-0.15,28.09,-0.68,-0.124
1913,"August",8,1913-08-01,25.07,-0.09,28.03,-0.65,-0.92
1913,"September",9,1913-09-01,25.01,0.05,28.44,-0.25,-0.95
1913,"October",10,1913-10-01,25.27,0.03,28.25,-0.43,-1.018
1913,"November",11,1913-11-01,25.86,0.8,28.58,-0.04,-1.249
1913,"December",12,1913-12-01,26.1,0.85,28.5,0.05,-0.892
1914,"January",1,1914-01-01,26.39,0.7,28.15,-0.12,-0.737
1914,"February",2,1914-02-01,27.02,0.8,28.54,0.44,0.185
1914,"March",3,1914-03-01,27.4,0.32,28.45,0.16,0.88
1914,"April",4,1914-04-01,27.9,0.69,28.91,0.41,-2.27
1914,"May",5,1914-05-01,26.82,0.01,28.91,0.11,-1.213
1914,"June",6,1914-06-01,26.42,0.08,28.72,-0.1,-2.639
1914,"July",7,1914-07-01,26.16,0.53,28.84,0.06,-0.974
1914,"August",8,1914-08-01,25.98,0.92,29.01,0.33,-1.84
1914,"September",9,1914-09-01,25.85,0.68,28.81,0.13,-1.474
1914,"October",10,1914-10-01,25.43,0.26,28.73,0.05,-0.729
1914,"November",11,1914-11-01,25.45,0.3,28.66,0.04,-0.47
1914,"December",12,1914-12-01,25.89,0.68,28.68,0.23,0.169
1915,"January",1,1915-01-01,26.38,0.88,28.62,0.35,-2.711
1915,"February",2,1915-02-01,26.8,0.65,28.62,0.52,-0.594
1915,"March",3,1915-03-01,27.5,0.49,28.71,0.42,-2.495
1915,"April",4,1915-04-01,28.03,0.47,28.81,0.31,-1.49
1915,"May",5,1915-05-01,27.71,0.52,29.17,0.36,1.216
1915,"June",6,1915-06-01,27.87,1.1,29.36,0.54,2.68
1915,"July",7,1915-07-01,25.7,0.07,28.82,0.04,2.528
1915,"August",8,1915-08-01,25.01,0.05,28.67,-0.01,1.298
1915,"September",9,1915-09-01,24.96,0.17,28.7,0.01,1.344
1915,"October",10,1915-10-01,24.89,0.24,28.82,0.15,0.948
1915,"November",11,1915-11-01,24.56,-0.15,28.46,-0.16,-1.743
1915,"December",12,1915-12-01,24.48,-0.23,28.42,-0.02,0.991
1916,"January",1,1916-01-01,25.16,-0.12,28.15,-0.12,0.561
1916,"February",2,1916-02-01,25.39,-0.61,27.84,-0.26,-0.524
1916,"March",3,1916-03-01,26.27,-0.54,28.06,-0.23,-0.835
1916,"April",4,1916-04-01,26.53,-0.63,28.39,-0.11,0.008
1916,"May",5,1916-05-01,26.27,-0.23,28.97,0.16,0.432
1916,"June",6,1916-06-01,25.64,-0.36,28.76,-0.05,0.746
1916,"July",7,1916-07-01,24.07,-1.11,28.03,-0.74,2.574
1916,"August",8,1916-08-01,23.28,-1.48,27.52,-1.16,1.513
1916,"September",9,1916-09-01,23.41,-1.36,27.43,-1.26,0.417
1916,"October",10,1916-10-01,23.37,-1.36,27.65,-1.02,0.359
1916,"November",11,1916-11-01,23.12,-1.72,27.34,-1.28,0.774
1916,"December",12,1916-12-01,23.42,-1.64,27.43,-1.01,1.623
1917,"January",1,1917-01-01,23.96,-1.56,27.27,-0.99,0.457
1917,"February",2,1917-02-01,24.75,-1.2,27.53,-0.57,0.984
1917,"March",3,1917-03-01,26.13,-0.64,27.72,-0.57,1.862
1917,"April",4,1917-04-01,27.12,-0.29,27.96,-0.55,2.581
1917,"May",5,1917-05-01,26.92,-0.3,28.12,-0.69,2.397
1917,"June",6,1917-06-01,26.6,-0.04,28.2,-0.62,2.389
1917,"July",7,1917-07-01,25.85,-0.05,28.24,-0.54,2.827
1917,"August",8,1917-08-01,25.31,0.15,28.27,-0.41,3.483
1917,"September",9,1917-09-01,24.99,-0.03,28.15,-0.53,2.843
1917,"October",10,1917-10-01,24.86,0.04,28.36,-0.31,1.512
1917,"November",11,1917-11-01,24.52,-0.43,28.02,-0.61,1.933
1917,"December",12,1917-12-01,24.11,-0.72,27.84,-0.61,2.397
1918,"January",1,1918-01-01,24.54,-0.84,27.56,-0.71,1.459
1918,"February",2,1918-02-01,25.4,-0.82,27.49,-0.61,1.583
1918,"March",3,1918-03-01,26.27,-0.96,27.68,-0.61,-0.389
1918,"April",4,1918-04-01,27.09,-0.56,27.95,-0.55,2.074
1918,"May",5,1918-05-01,27.2,-0.17,28.37,-0.44,1.088
1918,"June",6,1918-06-01,27.25,0.37,28.69,-0.13,-0.783
1918,"July",7,1918-07-01,26.15,-0.07,28.44,-0.34,-1.379
1918,"August",8,1918-08-01,25.6,0.12,28.56,-0.11,-0.642
1918,"September",9,1918-09-01,25.62,0.41,28.8,0.12,-0.852
1918,"October",10,1918-10-01,26.04,0.93,29.04,0.36,-0.621
1918,"November",11,1918-11-01,26.38,1.23,29.06,0.44,0.021
1918,"December",12,1918-12-01,26.55,1.3,28.94,0.49,-1.004
1919,"January",1,1919-01-01,27.06,1.6,29,0.73,-1.621
1919,"February",2,1919-02-01,27.36,1.24,28.76,0.67,-1.194
1919,"March",3,1919-03-01,27.7,0.9,28.99,0.7,-1.565
1919,"April",4,1919-04-01,27.98,0.69,29.07,0.57,-0.372
1919,"May",5,1919-05-01,27.72,0.63,29.35,0.54,-0.955
1919,"June",6,1919-06-01,27.13,0.61,29.09,0.28,-1.463
1919,"July",7,1919-07-01,26.07,0.4,28.78,0.01,-0.87
1919,"August",8,1919-08-01,25.59,0.62,28.88,0.2,-0.9
1919,"September",9,1919-09-01,25.43,0.5,28.73,0.05,-0.592
1919,"October",10,1919-10-01,25.03,0.13,28.42,-0.26,-1.255
1919,"November",11,1919-11-01,24.52,-0.37,27.97,-0.65,-1.229
1919,"December",12,1919-12-01,25.33,0.34,28.48,0.03,-1.116
1920,"January",1,1920-01-01,26.3,0.64,28.28,0.01,0.176
1920,"February",2,1920-02-01,26.97,0.6,28.21,0.12,-0.292
1920,"March",3,1920-03-01,27.61,0.53,28.42,0.14,-0.626
1920,"April",4,1920-04-01,27.54,-0.16,28.34,-0.16,-0.098
1920,"May",5,1920-05-01,27.09,-0.21,28.77,-0.04,-0.398
1920,"June",6,1920-06-01,26.66,0.29,28.95,0.14,0.399
1920,"July",7,1920-07-01,25.24,0.15,28.88,0.1,0.922
1920,"August",8,1920-08-01,24.98,0.13,28.72,0.05,0.442
1920,"September",9,1920-09-01,24.97,0.27,28.72,0.03,0.468
1920,"October",10,1920-10-01,24.86,0.48,29.1,0.42,-0.687
1920,"November",11,1920-11-01,24.82,-0.08,28.37,-0.25,-0.194
1920,"December",12,1920-12-01,25.26,-0.01,27.92,-0.53,0.991
1921,"January",1,1921-01-01,25.86,0.43,28.07,-0.19,1.091
1921,"February",2,1921-02-01,26.07,-0.52,27.54,-0.55,0.585
1921,"March",3,1921-03-01,25.97,-1.42,27.27,-1.02,1.072
1921,"April",4,1921-04-01,26.83,-0.55,28.14,-0.36,-1.279
1921,"May",5,1921-05-01,26.17,-0.92,28.05,-0.76,-0.011
1921,"June",6,1921-06-01,26.29,-0.21,28.19,-0.62,4.073
1921,"July",7,1921-07-01,25.34,-0.27,28.32,-0.46,0.29
1921,"August",8,1921-08-01,24.4,-0.29,28.51,-0.17,-0.878
1921,"September",9,1921-09-01,24.52,-0.17,28.26,-0.42,0.456
1921,"October",10,1921-10-01,24.91,0.04,28.47,-0.21,0.974
1921,"November",11,1921-11-01,24.08,-1.03,27.94,-0.69,0.758
1921,"December",12,1921-12-01,24.36,-0.5,28.28,-0.16,0.815
1922,"January",1,1922-01-01,24.87,-0.54,27.79,-0.47,0.785
1922,"February",2,1922-02-01,26.27,-0.07,28.14,0.04,0.773
1922,"March",3,1922-03-01,26.98,0.08,28.33,0.04,0.481
1922,"April",4,1922-04-01,26.98,-0.54,28.1,-0.4,-0.688
1922,"May",5,1922-05-01,26.94,0.22,28.82,0.01,-0.762
1922,"June",6,1922-06-01,25.82,-0.44,28.35,-0.46,0.449
1922,"July",7,1922-07-01,24.8,-0.44,28.66,-0.11,0.233
1922,"August",8,1922-08-01,23.81,-0.78,28.25,-0.42,-0.276
1922,"September",9,1922-09-01,24.14,-0.38,28.27,-0.42,0.463
1922,"October",10,1922-10-01,24.53,-0.26,28.19,-0.48,0.551
1922,"November",11,1922-11-01,24.18,-0.31,28.33,-0.29,0.758
1922,"December",12,1922-12-01,24.41,-0.53,27.79,-0.66,1.207
1923,"January",1,1923-01-01,25.11,-0.41,27.9,-0.36,0.561
1923,"February",2,1923-02-01,25.61,-0.76,27.77,-0.33,0.336
1923,"March",3,1923-03-01,26.05,-0.85,28.06,-0.23,0.844
1923,"April",4,1923-04-01,26.92,-0.55,28.47,-0.03,0.809
1923,"May",5,1923-05-01,26.8,-0.25,28.61,-0.2,-0.011
1923,"June",6,1923-06-01,26.41,-0.15,28.53,-0.28,-0.174
1923,"July",7,1923-07-01,25.68,-0.2,28.34,-0.43,-1.115
1923,"August",8,1923-08-01,25.07,0.2,28.56,-0.12,-2.14
1923,"September",9,1923-09-01,25.45,0.64,28.8,0.11,-1.457
1923,"October",10,1923-10-01,25.35,0.79,29.05,0.38,-0.721
1923,"November",11,1923-11-01,25.48,0.87,29.12,0.49,-1.407
1923,"December",12,1923-12-01,25.87,1.02,28.78,0.33,0.13
1924,"January",1,1924-01-01,25.55,0.46,28.37,0.11,-0.681
1924,"February",2,1924-02-01,26.51,0.63,28.29,0.2,0.006
1924,"March",3,1924-03-01,27.07,0.39,28.54,0.25,0.111
1924,"April",4,1924-04-01,27.13,-0.02,28.43,-0.07,-1.954
1924,"May",5,1924-05-01,25.92,-0.85,28.29,-0.52,1.189
1924,"June",6,1924-06-01,25.55,-0.67,28.49,-0.33,0.845
1924,"July",7,1924-07-01,24.55,-0.98,28.22,-0.55,0.781
1924,"August",8,1924-08-01,24.2,-0.78,27.92,-0.76,0.882
1924,"September",9,1924-09-01,23.95,-0.86,27.9,-0.79,0.744
1924,"October",10,1924-10-01,24.52,-0.46,27.95,-0.72,0.626
1924,"November",11,1924-11-01,24.02,-1.09,27.54,-1.09,1.022
1924,"December",12,1924-12-01,24.33,-0.66,27.97,-0.48,0.482
1925,"January",1,1925-01-01,24.66,-1.03,27.17,-1.09,0.544
1925,"February",2,1925-02-01,26.26,-0.47,27.3,-0.8,1.224
1925,"March",3,1925-03-01,26.98,-0.53,27.55,-0.74,1.522
1925,"April",4,1925-04-01,27.25,-0.52,27.98,-0.52,1.484
1925,"May",5,1925-05-01,26.85,-0.4,28.36,-0.45,-0.297
1925,"June",6,1925-06-01,26.79,-0.18,28.15,-0.66,-0.819
1925,"July",7,1925-07-01,26.4,0.5,28.73,-0.04,-1.313
1925,"August",8,1925-08-01,25.86,0.68,28.79,0.12,-1.241
1925,"September",9,1925-09-01,25.73,0.77,28.89,0.21,-0.657
1925,"October",10,1925-10-01,25.76,0.85,28.98,0.3,-1.496
1925,"November",11,1925-11-01,25.82,1,29.17,0.55,-0.968
1925,"December",12,1925-12-01,26.65,1.6,29.21,0.76,-0.892
1926,"January",1,1926-01-01,27.07,1.52,28.76,0.5,-0.619
1926,"February",2,1926-02-01,27.43,1.29,28.85,0.76,-1.556
1926,"March",3,1926-03-01,28.27,1.19,28.98,0.69,-1.646
1926,"April",4,1926-04-01,28.55,1.01,28.91,0.41,-0.752
1926,"May",5,1926-05-01,27.88,0.83,29.33,0.52,-0.284
1926,"June",6,1926-06-01,26.99,0.61,29.17,0.35,-1.047
1926,"July",7,1926-07-01,26.29,0.63,28.94,0.16,-0.086
1926,"August",8,1926-08-01,25.09,0.15,28.71,0.03,-0.92
1926,"September",9,1926-09-01,24.67,-0.07,28.66,-0.03,0.117
1926,"October",10,1926-10-01,24.69,-0.39,28.29,-0.38,0.244
1926,"November",11,1926-11-01,24.69,-0.27,28.09,-0.53,0.071
1926,"December",12,1926-12-01,25.03,-0.23,28.09,-0.36,0.587
1927,"January",1,1927-01-01,25.63,0.1,28.15,-0.12,0.513
1927,"February",2,1927-02-01,26.68,0.23,28.22,0.12,0.006
1927,"March",3,1927-03-01,26.93,-0.18,27.95,-0.34,1.841
1927,"April",4,1927-04-01,27.15,-0.27,28.42,-0.08,0.746
1927,"May",5,1927-05-01,26.46,-0.59,28.29,-0.52,0.624
1927,"June",6,1927-06-01,26.19,-0.15,28.54,-0.27,0.913
1927,"July",7,1927-07-01,25.13,-0.31,28.52,-0.26,0.167
1927,"August",8,1927-08-01,24.8,-0.09,28.59,-0.08,-0.749
1927,"September",9,1927-09-01,24.88,-0.16,28.4,-0.28,-0.073
1927,"October",10,1927-10-01,25.06,0.27,28.59,-0.08,-0.55
1927,"November",11,1927-11-01,24.89,-0.04,28.37,-0.25,-0.914
1927,"December",12,1927-12-01,25.1,0.25,28.58,0.14,0.747
1928,"January",1,1928-01-01,25.73,0.47,28.52,0.25,-1.219
1928,"February",2,1928-02-01,26.38,0.21,28.34,0.24,0.955
1928,"March",3,1928-03-01,26.91,-0.24,28.29,0.01,1.376
1928,"April",4,1928-04-01,27.14,-0.22,28.53,0.03,1.442
1928,"May",5,1928-05-01,26.78,-0.04,28.85,0.04,-0.085
1928,"June",6,1928-06-01,25.92,-0.26,28.72,-0.09,-1.151
1928,"July",7,1928-07-01,25.34,0.02,28.53,-0.24,-0.02
1928,"August",8,1928-08-01,24.61,-0.28,28.52,-0.16,0.795
1928,"September",9,1928-09-01,24.69,-0.13,28.4,-0.28,0.744
1928,"October",10,1928-10-01,24.65,-0.12,28.41,-0.26,0.766
1928,"November",11,1928-11-01,24.55,-0.17,28.46,-0.16,0.212
1928,"December",12,1928-12-01,24.94,-0.03,28.06,-0.39,1.204
1929,"January",1,1929-01-01,25.25,-0.15,27.83,-0.43,1.738
1929,"February",2,1929-02-01,26.26,-0.08,27.91,-0.18,1.686
1929,"March",3,1929-03-01,26.99,-0.15,28.13,-0.15,0.407
1929,"April",4,1929-04-01,27.57,-0.15,28.34,-0.16,0.577
1929,"May",5,1929-05-01,27.05,-0.17,28.53,-0.28,-1.2
1929,"June",6,1929-06-01,26.59,0.13,28.8,-0.01,0.064
1929,"July",7,1929-07-01,25.45,-0.02,28.81,0.04,0.207
1929,"August",8,1929-08-01,25.05,0.1,28.59,-0.08,-0.17
1929,"September",9,1929-09-01,25.29,0.3,28.62,-0.06,-0.073
1929,"October",10,1929-10-01,25.19,0.4,28.73,0.05,0.803
1929,"November",11,1929-11-01,25.09,0.18,28.68,0.06,0.952
1929,"December",12,1929-12-01,25.54,0.63,28.87,0.42,0.531
1930,"January",1,1930-01-01,25.56,0.35,28.66,0.39,1.306
1930,"February",2,1930-02-01,26.3,0.39,28.62,0.52,0.684
1930,"March",3,1930-03-01,27.13,0.29,28.73,0.44,0.039
1930,"April",4,1930-04-01,27.78,0.41,28.9,0.4,-0.33
1930,"May",5,1930-05-01,26.94,-0.04,28.72,-0.09,0.472
1930,"June",6,1930-06-01,26.68,0.27,28.89,0.07,-0.839
1930,"July",7,1930-07-01,26.36,0.64,29,0.22,-0.399
1930,"August",8,1930-08-01,25.93,0.68,28.75,0.07,-0.385
1930,"September",9,1930-09-01,26.21,1.28,29.14,0.46,-0.719
1930,"October",10,1930-10-01,26.31,1.14,29.1,0.42,0.461
1930,"November",11,1930-11-01,26.78,1.79,29.42,0.8,0.304
1930,"December",12,1930-12-01,26.7,1.41,28.96,0.51,-0.271
1931,"January",1,1931-01-01,27.16,1.49,28.9,0.64,0.632
1931,"February",2,1931-02-01,27.53,1.33,29.07,0.97,-1.606
1931,"March",3,1931-03-01,28.27,1.18,28.72,0.43,0.445
1931,"April",4,1931-04-01,28.35,0.96,28.93,0.43,1.104
1931,"May",5,1931-05-01,27.42,0.63,29.27,0.46,1.659
1931,"June",6,1931-06-01,26.59,0.48,29.3,0.48,2.232
1931,"July",7,1931-07-01,25.88,0.4,29.07,0.3,0.979
1931,"August",8,1931-08-01,24.83,0.15,28.91,0.23,-0.504
1931,"September",9,1931-09-01,24.4,-0.42,28.3,-0.39,0.353
1931,"October",10,1931-10-01,24.85,-0.22,28.31,-0.36,-1.002
1931,"November",11,1931-11-01,24.51,-0.27,28.49,-0.13,-0.368
1931,"December",12,1931-12-01,24.75,-0.28,28.09,-0.35,0.806
1932,"January",1,1932-01-01,25.34,-0.42,27.79,-0.47,0.207
1932,"February",2,1932-02-01,26.33,-0.19,27.81,-0.28,-0.359
1932,"March",3,1932-03-01,27.44,0.25,28.36,0.07,-0.723
1932,"April",4,1932-04-01,27.73,0.25,28.37,-0.13,-2.755
1932,"May",5,1932-05-01,27.51,0.28,28.74,-0.07,0.087
1932,"June",6,1932-06-01,26.88,0.19,28.63,-0.18,-0.263
1932,"July",7,1932-07-01,25.66,-0.11,28.27,-0.51,-1.522
1932,"August",8,1932-08-01,25.17,0.09,28.49,-0.19,-0.9
1932,"September",9,1932-09-01,24.85,0.02,28.47,-0.22,-0.863
1932,"October",10,1932-10-01,24.85,0.02,28.54,-0.14,-0.687
1932,"November",11,1932-11-01,24.74,-0.04,28.45,-0.17,-0.612
1932,"December",12,1932-12-01,24.71,-0.41,28,-0.44,0.25
1933,"January",1,1933-01-01,25.3,-0.21,28.1,-0.16,-1.219
1933,"February",2,1933-02-01,26.3,-0.08,27.9,-0.2,0.339
1933,"March",3,1933-03-01,26.93,-0.2,28.08,-0.21,-0.347
1933,"April",4,1933-04-01,27.44,0.01,28.32,-0.18,0.472
