"year","month","month_n","date","nino3","nino34anom","nino4","nino4anom","soi"
1990,"September",9,1990-09-01,25,0.12,28.95,0.26,-0.779
1990,"October",10,1990-10-01,24.86,0.13,29.1,0.42,-0.171
1990,"November",11,1990-11-01,24.85,0.08,28.99,0.37,-0.683
1990,"December",12,1990-12-01,25.11,0.32,29.09,0.64,-0.382
1991,"January",1,1991-01-01,25.76,0.51,28.93,0.66,0.445
1991,"February",2,1991-02-01,26.38,0.32,28.69,0.6,-0.057
1991,"March",3,1991-03-01,27.11,0.1,28.72,0.43,-1.35
1991,"April",4,1991-04-01,27.38,0.21,29.05,0.55,-1.553
1991,"May",5,1991-05-01,27.44,0.44,29.37,0.56,-1.744
1991,"June",6,1991-06-01,27.13,0.65,29.4,0.58,-0.792
1991,"July",7,1991-07-01,26.33,0.62,29.27,0.5,-0.072
1991,"August",8,1991-08-01,25.29,0.43,29.18,0.51,-1.066
1991,"September",9,1991-09-01,25,0.22,28.99,0.31,-1.643
1991,"October",10,1991-10-01,25.57,0.91,29.39,0.72,-1.55
1991,"November",11,1991-11-01,26.01,1.14,29.32,0.7,-0.769
1991,"December",12,1991-12-01,26.46,1.62,29.27,0.82,-2.018
1992,"January",1,1992-01-01,26.97,1.61,28.92,0.65,-2.849
1992,"February",2,1992-02-01,27.56,1.62,28.97,0.88,-1.046
1992,"March",3,1992-03-01,28.3,1.5,29.15,0.86,-2.849
1992,"April",4,1992-04-01,28.8,1.41,29.27,0.76,-2.059
1992,"May",5,1992-05-01,28.44,1.27,29.53,0.72,0.059
1992,"June",6,1992-06-01,26.9,0.53,29.2,0.38,-1.823
1992,"July",7,1992-07-01,25.57,0.27,29.16,0.38,-0.629
1992,"August",8,1992-08-01,24.66,-0.15,28.83,0.15,-0.011
1992,"September",9,1992-09-01,24.54,-0.14,28.79,0.11,0.064
1992,"October",10,1992-10-01,24.58,-0.35,28.7,0.02,-2.03
1992,"November",11,1992-11-01,24.69,-0.14,28.73,0.11,-0.844
1992,"December",12,1992-12-01,24.89,0.04,28.74,0.29,-0.714
1993,"January",1,1993-01-01,25.52,0.28,28.74,0.47,-0.931
1993,"February",2,1993-02-01,26.59,0.42,28.56,0.47,-0.958
1993,"March",3,1993-03-01,27.47,0.47,28.66,0.37,-1.126
1993,"April",4,1993-04-01,28.4,0.92,29.02,0.52,-2.291
1993,"May",5,1993-05-01,28.12,0.93,29.33,0.52,-0.593
1993,"June",6,1993-06-01,27.08,0.64,29.23,0.41,-2.176
1993,"July",7,1993-07-01,25.72,0.33,29.16,0.38,-1.06
1993,"August",8,1993-08-01,25.01,0.16,28.99,0.31,-1.726
1993,"September",9,1993-09-01,24.98,0.26,29.07,0.38,-0.78
1993,"October",10,1993-10-01,25.13,0.36,29,0.32,-1.568
1993,"November",11,1993-11-01,25.08,0.28,29.05,0.43,-0.132
1993,"December",12,1993-12-01,25.14,0.19,28.82,0.37,0.075
1994,"January",1,1994-01-01,25.54,0.03,28.46,0.19,-0.251
1994,"February",2,1994-02-01,26.06,-0.16,28.13,0.03,-0.057
1994,"March",3,1994-03-01,26.75,-0.06,28.39,0.11,-1.348
1994,"April",4,1994-04-01,27.05,0.03,28.75,0.25,-2.629
1994,"May",5,1994-05-01,26.85,0.14,29.08,0.27,-1.264
1994,"June",6,1994-06-01,26.43,0.27,29.18,0.37,-1.463
1994,"July",7,1994-07-01,25.21,0.16,29.37,0.59,-1.703
1994,"August",8,1994-08-01,24.81,0.52,29.47,0.79,-2.033
1994,"September",9,1994-09-01,24.91,0.4,29.26,0.58,-1.704
1994,"October",10,1994-10-01,25.55,0.9,29.46,0.79,-1.582
1994,"November",11,1994-11-01,25.83,1.14,29.56,0.94,-0.806
1994,"December",12,1994-12-01,26.09,1.21,29.36,0.91,-1.411
1995,"January",1,1995-01-01,26.42,1.1,29.18,0.91,-0.509
1995,"February",2,1995-02-01,26.92,0.87,28.99,0.9,-0.345
1995,"March",3,1995-03-01,27.17,0.49,29.11,0.82,0.236
1995,"April",4,1995-04-01,27.25,0.27,29.05,0.55,-1.722
1995,"May",5,1995-05-01,26.54,0.03,29.3,0.49,-0.914
1995,"June",6,1995-06-01,26.22,0.08,29.24,0.43,-0.308
1995,"July",7,1995-07-01,25.49,0.03,29.02,0.25,0.437
1995,"August",8,1995-08-01,24.42,-0.38,28.72,0.04,-0.105
1995,"September",9,1995-09-01,24.2,-0.57,28.6,-0.09,0.281
1995,"October",10,1995-10-01,24.2,-0.72,28.39,-0.28,-0.335
1995,"November",11,1995-11-01,24.23,-0.78,28.32,-0.3,-0.016
1995,"December",12,1995-12-01,24.41,-0.72,28.21,-0.24,-0.716
1996,"January",1,1996-01-01,25,-0.65,27.91,-0.35,0.816
1996,"February",2,1996-02-01,25.82,-0.66,27.79,-0.31,-0.022
1996,"March",3,1996-03-01,26.82,-0.48,28.09,-0.2,0.527
1996,"April",4,1996-04-01,26.93,-0.34,28.32,-0.18,0.915
1996,"May",5,1996-05-01,26.53,-0.4,28.59,-0.22,0.465
1996,"June",6,1996-06-01,26.11,-0.12,28.78,-0.04,1.596
1996,"July",7,1996-07-01,25.33,-0.14,28.59,-0.18,0.695
1996,"August",8,1996-08-01,24.72,-0.3,28.39,-0.28,0.325
1996,"September",9,1996-09-01,24.56,-0.34,28.43,-0.26,0.656
1996,"October",10,1996-10-01,24.53,-0.28,28.49,-0.19,0.258
1996,"November",11,1996-11-01,24.49,-0.3,28.54,-0.08,-0.207
1996,"December",12,1996-12-01,24.35,-0.43,28.48,0.03,0.708
1997,"January",1,1997-01-01,24.88,-0.43,28.36,0.1,0.293
1997,"February",2,1997-02-01,25.96,-0.24,28.29,0.19,1.207
1997,"March",3,1997-03-01,27.17,-0.06,28.49,0.2,-1.095
1997,"April",4,1997-04-01,27.76,0.34,29.04,0.53,-1.553
1997,"May",5,1997-05-01,28.13,0.87,29.48,0.67,-2.408
1997,"June",6,1997-06-01,28.13,1.15,29.34,0.53,-3.016
1997,"July",7,1997-07-01,27.85,1.6,29.49,0.71,-0.905
1997,"August",8,1997-08-01,27.75,1.94,29.44,0.76,-2.306
1997,"September",9,1997-09-01,27.74,2.1,29.55,0.86,-1.552
1997,"October",10,1997-10-01,28.04,2.29,29.51,0.83,-1.685
1997,"November",11,1997-11-01,28.19,2.42,29.56,0.94,-1.311
1997,"December",12,1997-12-01,28.39,2.3,29.23,0.78,-1.122
1998,"January",1,1998-01-01,28.61,2.42,29.17,0.91,-2.527
1998,"February",2,1998-02-01,28.85,2.08,28.94,0.85,-1.975
1998,"March",3,1998-03-01,29.14,1.49,28.8,0.51,-3.312
1998,"April",4,1998-04-01,28.98,0.9,28.73,0.23,-2.797
1998,"May",5,1998-05-01,28.31,0.68,29,0.19,0.173
1998,"June",6,1998-06-01,26.54,-0.39,28.55,-0.27,1.053
1998,"July",7,1998-07-01,25.41,-0.73,28.33,-0.45,1.488
1998,"August",8,1998-08-01,24.73,-0.83,28.04,-0.64,0.825
1998,"September",9,1998-09-01,24.44,-0.82,27.99,-0.7,1.036
1998,"October",10,1998-10-01,24.19,-1.19,27.66,-1.02,1.005
1998,"November",11,1998-11-01,24.27,-1.23,27.52,-1.1,1.005
1998,"December",12,1998-12-01,24.15,-1.51,27.21,-1.24,1.322
1999,"January",1,1999-01-01,24.61,-1.53,26.77,-1.5,1.583
1999,"February",2,1999-02-01,25.58,-1.41,26.66,-1.43,0.575
1999,"March",3,1999-03-01,26.74,-0.92,27.27,-1.02,0.785
1999,"April",4,1999-04-01,26.85,-0.81,27.62,-0.88,2.096
1999,"May",5,1999-05-01,26.48,-0.87,27.97,-0.84,0.436
1999,"June",6,1999-06-01,25.76,-0.95,28.04,-0.78,0.004
1999,"July",7,1999-07-01,24.94,-0.84,27.96,-0.82,0.517
1999,"August",8,1999-08-01,24.26,-0.98,27.76,-0.92,-0.029
1999,"September",9,1999-09-01,23.96,-0.84,27.93,-0.76,-0.072
1999,"October",10,1999-10-01,23.77,-1.03,27.84,-0.84,0.946
1999,"November",11,1999-11-01,23.55,-1.41,27.57,-1.05,1.221
1999,"December",12,1999-12-01,23.68,-1.54,27.24,-1.2,1.37
2000,"January",1,2000-01-01,23.87,-1.79,26.91,-1.35,0.471
2000,"February",2,2000-02-01,25.2,-1.53,26.71,-1.38,1.236
2000,"March",3,2000-03-01,26.28,-1.26,26.95,-1.34,0.882
2000,"April",4,2000-04-01,27.18,-0.8,27.4,-1.1,1.758
2000,"May",5,2000-05-01,26.57,-0.8,27.89,-0.92,0.415
2000,"June",6,2000-06-01,25.7,-0.75,28.14,-0.67,-0.872
2000,"July",7,2000-07-01,25,-0.57,28.2,-0.58,-0.345
2000,"August",8,2000-08-01,24.63,-0.36,28.24,-0.44,0.484
2000,"September",9,2000-09-01,24.59,-0.39,28.29,-0.4,0.973
2000,"October",10,2000-10-01,24.45,-0.55,28.19,-0.48,0.866
2000,"November",11,2000-11-01,24.26,-0.75,28.1,-0.52,2.019
2000,"December",12,2000-12-01,24.42,-0.92,27.65,-0.8,0.774
2001,"January",1,2001-01-01,24.87,-0.88,27.44,-0.82,0.78
2001,"February",2,2001-02-01,25.94,-0.63,27.33,-0.77,1.002
2001,"March",3,2001-03-01,27.01,-0.48,27.68,-0.61,0.46
2001,"April",4,2001-04-01,27.44,-0.3,28.17,-0.33,-0.182
2001,"May",5,2001-05-01,26.76,-0.3,28.58,-0.23,-0.836
2001,"June",6,2001-06-01,26.21,-0.11,28.77,-0.05,-0.195
2001,"July",7,2001-07-01,25.42,0.01,28.94,0.17,-0.27
2001,"August",8,2001-08-01,24.72,-0.07,28.89,0.21,-1.014
2001,"September",9,2001-09-01,24.22,-0.28,28.97,0.29,0.112
2001,"October",10,2001-10-01,24.39,-0.26,28.84,0.16,-0.376
2001,"November",11,2001-11-01,24.39,-0.28,28.78,0.16,0.638
2001,"December",12,2001-12-01,24.51,-0.46,28.45,0.01,-1.055
2002,"January",1,2002-01-01,25.1,-0.14,28.54,0.27,0.202
2002,"February",2,2002-02-01,26.15,0,28.35,0.25,0.644
2002,"March",3,2002-03-01,27.31,0.11,28.55,0.26,-0.807
2002,"April",4,2002-04-01,27.54,0.14,28.87,0.37,-0.477
2002,"May",5,2002-05-01,27.22,0.21,29.18,0.37,-1.543
2002,"June",6,2002-06-01,26.87,0.68,29.41,0.59,-1.023
2002,"July",7,2002-07-01,25.86,0.57,29.36,0.59,-0.696
2002,"August",8,2002-08-01,25.34,0.7,29.3,0.62,-1.622
2002,"September",9,2002-09-01,25.4,0.82,29.3,0.62,-0.658
2002,"October",10,2002-10-01,25.86,1.16,29.48,0.8,-0.787
2002,"November",11,2002-11-01,26.21,1.41,29.57,0.95,-0.595
2002,"December",12,2002-12-01,26.39,1.41,29.29,0.84,-1.296
2003,"January",1,2003-01-01,26.3,0.98,28.98,0.71,-0.305
2003,"February",2,2003-02-01,26.63,0.64,28.78,0.69,-0.899
2003,"March",3,2003-03-01,27.21,0.48,28.94,0.65,-0.915
2003,"April",4,2003-04-01,27.05,-0.03,28.92,0.42,-0.477
2003,"May",5,2003-05-01,26.17,-0.52,28.9,0.09,-0.849
2003,"June",6,2003-06-01,25.95,-0.19,29.01,0.19,-1.751
2003,"July",7,2003-07-01,25.6,0.14,29.02,0.25,0.258
2003,"August",8,2003-08-01,25.07,0.05,28.89,0.22,-0.348
2003,"September",9,2003-09-01,24.92,0.15,28.95,0.26,-0.183
2003,"October",10,2003-10-01,25.31,0.46,29.17,0.49,-0.265
2003,"November",11,2003-11-01,25.33,0.39,29.17,0.55,-0.318
2003,"December",12,2003-12-01,25.67,0.32,28.85,0.41,0.924
2004,"January",1,2004-01-01,26.01,0.26,28.67,0.4,-1.307
2004,"February",2,2004-02-01,26.49,0.17,28.42,0.32,0.774
2004,"March",3,2004-03-01,27.05,-0.1,28.36,0.08,-0.108
2004,"April",4,2004-04-01,27.43,0.06,28.73,0.23,-1.912
2004,"May",5,2004-05-01,26.75,0.1,29.1,0.29,1.217
2004,"June",6,2004-06-01,26.26,0.14,29.12,0.3,-1.908
2004,"July",7,2004-07-01,25.56,0.41,29.26,0.49,-0.715
2004,"August",8,2004-08-01,25.25,0.66,29.23,0.55,-0.9
2004,"September",9,2004-09-01,25.23,0.67,29.4,0.72,-0.314
2004,"October",10,2004-10-01,25.4,0.73,29.42,0.75,-0.423
2004,"November",11,2004-11-01,25.46,0.62,29.35,0.73,-1.055
2004,"December",12,2004-12-01,25.69,0.71,29.2,0.75,-0.938
2005,"January",1,2005-01-01,25.86,0.56,29.08,0.82,0.205
2005,"February",2,2005-02-01,26.24,0.26,28.7,0.6,-2.99
2005,"March",3,2005-03-01,26.95,0.28,28.79,0.51,-0.265
2005,"April",4,2005-04-01,27.62,0.28,28.87,0.37,-1.216
2005,"May",5,2005-05-01,27.31,0.3,29.09,0.28,-1.458
2005,"June",6,2005-06-01,26.63,0.22,29.05,0.24,0.105
2005,"July",7,2005-07-01,25.71,-0.01,28.88,0.1,0.057
2005,"August",8,2005-08-01,25.09,-0.04,28.77,0.1,-0.972
2005,"September",9,2005-09-01,24.65,-0.08,28.79,0.1,0.339
2005,"October",10,2005-10-01,24.5,-0.15,28.77,0.09,1.117
2005,"November",11,2005-11-01,24.05,-0.44,28.58,-0.04,-0.418
2005,"December",12,2005-12-01,23.88,-0.75,28.2,-0.25,0.012
2006,"January",1,2006-01-01,24.68,-0.98,27.72,-0.54,1.294
2006,"February",2,2006-02-01,25.95,-0.71,27.43,-0.66,-0.115
2006,"March",3,2006-03-01,26.53,-0.73,27.81,-0.48,1.319
2006,"April",4,2006-04-01,27.22,-0.3,28.28,-0.22,1.168
2006,"May",5,2006-05-01,26.93,-0.11,28.81,0,-0.957
2006,"June",6,2006-06-01,26.43,0.09,28.98,0.16,-0.976
2006,"July",7,2006-07-01,25.58,0.03,28.99,0.21,-0.899
2006,"August",8,2006-08-01,25.36,0.37,29.12,0.45,-1.754
2006,"September",9,2006-09-01,25.61,0.63,29.26,0.57,-0.604
2006,"October",10,2006-10-01,25.78,0.76,29.34,0.66,-1.515
2006,"November",11,2006-11-01,25.9,0.98,29.38,0.76,0.051
2006,"December",12,2006-12-01,26.21,1.1,29.26,0.82,-0.394
2007,"January",1,2007-01-01,26.22,0.59,28.8,0.53,-0.829
2007,"February",2,2007-02-01,26.35,0.12,28.44,0.35,-0.378
2007,"March",3,2007-03-01,26.75,-0.15,28.44,0.15,-0.305
2007,"April",4,2007-04-01,27.03,-0.16,28.6,0.1,-0.351
2007,"May",5,2007-05-01,26.3,-0.39,28.76,-0.05,-0.299
2007,"June",6,2007-06-01,25.94,-0.16,28.85,0.04,0.138
2007,"July",7,2007-07-01,24.95,-0.37,28.67,-0.1,-0.443
2007,"August",8,2007-08-01,24.04,-0.57,28.51,-0.17,0.008
2007,"September",9,2007-09-01,23.6,-1.04,28.13,-0.56,0.117
2007,"October",10,2007-10-01,23.44,-1.4,27.9,-0.77,0.44
2007,"November",11,2007-11-01,23.26,-1.58,27.51,-1.11,0.819
2007,"December",12,2007-12-01,23.48,-1.61,27.36,-1.08,1.488
2008,"January",1,2008-01-01,23.98,-1.79,26.88,-1.38,1.535
2008,"February",2,2008-02-01,25.1,-1.7,26.64,-1.46,2.048
2008,"March",3,2008-03-01,26.37,-1.17,27.06,-1.23,1.04
2008,"April",4,2008-04-01,27.01,-0.89,27.55,-0.95,0.556
2008,"May",5,2008-05-01,26.87,-0.64,27.96,-0.85,-0.25
2008,"June",6,2008-06-01,26.4,-0.44,28.15,-0.66,0.34
2008,"July",7,2008-07-01,25.91,-0.04,28.32,-0.45,0.195
2008,"August",8,2008-08-01,25.54,-0.04,28.31,-0.37,0.637
2008,"September",9,2008-09-01,24.93,-0.28,28.23,-0.45,1.264
2008,"October",10,2008-10-01,24.91,-0.3,28.27,-0.4,1.522
2008,"November",11,2008-11-01,24.83,-0.37,28.1,-0.52,1.643
2008,"December",12,2008-12-01,24.51,-0.9,27.73,-0.72,1.427
2009,"January",1,2009-01-01,24.96,-1,27.55,-0.71,0.847
2009,"February",2,2009-02-01,25.86,-0.71,27.57,-0.52,1.375
2009,"March",3,2009-03-01,26.35,-0.72,27.93,-0.35,-0.208
2009,"April",4,2009-04-01,27.4,-0.25,28.41,-0.09,1.062
2009,"May",5,2009-05-01,27.4,0.17,28.97,0.16,-0.862
2009,"June",6,2009-06-01,27.16,0.49,29.16,0.34,-0.447
2009,"July",7,2009-07-01,26.47,0.69,29.24,0.46,0.184
2009,"August",8,2009-08-01,25.72,0.62,29.29,0.62,-0.59
2009,"September",9,2009-09-01,25.66,0.68,29.27,0.59,0.351
2009,"October",10,2009-10-01,25.71,0.96,29.6,0.92,-1.664
2009,"November",11,2009-11-01,26.16,1.49,29.83,1.21,-0.675
2009,"December",12,2009-12-01,26.62,1.81,29.76,1.31,-0.947
2010,"January",1,2010-01-01,26.68,1.43,29.47,1.21,-1.126
2010,"February",2,2010-02-01,27.14,1.18,29.05,0.95,-1.589
2010,"March",3,2010-03-01,27.72,1.07,29.19,0.9,-1.399
2010,"April",4,2010-04-01,28.01,0.56,29.21,0.7,1.885
2010,"May",5,2010-05-01,27.06,-0.15,28.91,0.1,0.853
2010,"June",6,2010-06-01,25.92,-0.62,28.56,-0.25,0.236
2010,"July",7,2010-07-01,24.75,-0.89,28.17,-0.61,1.953
2010,"August",8,2010-08-01,23.93,-1.33,27.55,-1.12,1.77
2010,"September",9,2010-09-01,23.56,-1.56,27.41,-1.28,2.436
2010,"October",10,2010-10-01,23.22,-1.65,27.27,-1.4,1.796
2010,"November",11,2010-11-01,23.41,-1.57,27.21,-1.41,1.623
2010,"December",12,2010-12-01,23.6,-1.63,27.07,-1.37,2.904
2011,"January",1,2011-01-01,24.17,-1.7,26.88,-1.38,2.005
2011,"February",2,2011-02-01,25.51,-1.26,27.08,-1.02,2.116
2011,"March",3,2011-03-01,26.33,-0.98,27.55,-0.74,2.086
2011,"April",4,2011-04-01,27.12,-0.74,27.81,-0.69,3.024
2011,"May",5,2011-05-01,26.84,-0.53,28.28,-0.53,0.465
2011,"June",6,2011-06-01,26.54,-0.25,28.39,-0.42,-0.04
2011,"July",7,2011-07-01,25.64,-0.23,28.31,-0.47,1.111
2011,"August",8,2011-08-01,24.6,-0.66,28.1,-0.58,0.065
2011,"September",9,2011-09-01,24.22,-0.76,28.01,-0.68,1.137
2011,"October",10,2011-10-01,23.95,-0.93,27.92,-0.75,0.905
2011,"November",11,2011-11-01,23.93,-1.09,27.88,-0.74,1.412
2011,"December",12,2011-12-01,24.35,-1.05,27.41,-1.04,2.454
2012,"January",1,2012-01-01,24.85,-0.93,27.25,-1.01,0.896
2012,"February",2,2012-02-01,26.21,-0.61,27.37,-0.72,0.219
2012,"March",3,2012-03-01,26.96,-0.48,27.73,-0.56,0.196
2012,"April",4,2012-04-01,27.47,-0.29,28.19,-0.32,-0.646
2012,"May",5,2012-05-01,27.07,-0.18,28.53,-0.28,-0.385
2012,"June",6,2012-06-01,26.95,0.14,28.66,-0.16,-1.507
2012,"July",7,2012-07-01,26.42,0.44,28.72,-0.06,-0.152
2012,"August",8,2012-08-01,25.75,0.66,28.96,0.28,-0.744
2012,"September",9,2012-09-01,25.29,0.44,28.97,0.28,0.22
2012,"October",10,2012-10-01,24.97,0.23,29,0.33,0.17
2012,"November",11,2012-11-01,25.14,0.33,28.98,0.36,0.328
2012,"December",12,2012-12-01,24.87,-0.13,28.55,0.1,-0.775
2013,"January",1,2013-01-01,25,-0.42,28.2,-0.06,-0.104
2013,"February",2,2013-02-01,25.9,-0.4,27.94,-0.15,-0.473
2013,"March",3,2013-03-01,27.14,-0.14,28.11,-0.18,1.064
2013,"April",4,2013-04-01,27.37,-0.08,28.44,-0.06,0.008
2013,"May",5,2013-05-01,26.39,-0.28,28.75,-0.06,0.903
2013,"June",6,2013-06-01,25.74,-0.33,28.69,-0.12,1.453
2013,"July",7,2013-07-01,25.02,-0.28,28.66,-0.11,0.764
2013,"August",8,2013-08-01,24.52,-0.29,28.7,0.02,-0.227
2013,"September",9,2013-09-01,24.68,-0.09,28.68,0,0.405
2013,"October",10,2013-10-01,24.83,-0.24,28.63,-0.05,-0.337
2013,"November",11,2013-11-01,24.87,-0.02,28.78,0.16,0.749
2013,"December",12,2013-12-01,25.13,-0.09,28.36,-0.08,-0.046
2014,"January",1,2014-01-01,25.31,-0.42,28.03,-0.23,1.187
2014,"February",2,2014-02-01,25.7,-0.45,28.18,0.08,-0.325
2014,"March",3,2014-03-01,26.95,-0.07,28.56,0.27,-1.698
2014,"April",4,2014-04-01,27.7,0.28,28.83,0.33,0.809
2014,"May",5,2014-05-01,27.61,0.45,29.22,0.41,0.723
2014,"June",6,2014-06-01,27.36,0.48,29.2,0.39,-0.459
2014,"July",7,2014-07-01,26.15,0.13,29.01,0.23,-0.256
2014,"August",8,2014-08-01,25.37,0.14,29,0.33,-1.424
2014,"September",9,2014-09-01,25.26,0.37,29.15,0.47,-0.658
2014,"October",10,2014-10-01,25.56,0.48,29.2,0.53,-0.862
2014,"November",11,2014-11-01,25.89,0.89,29.43,0.81,-0.96
2014,"December",12,2014-12-01,25.94,0.77,29.15,0.71,-0.659
2015,"January",1,2015-01-01,25.97,0.59,28.97,0.71,-0.866
2015,"February",2,2015-02-01,26.51,0.57,28.93,0.84,-0.042
2015,"March",3,2015-03-01,27.18,0.48,29.04,0.76,-1.396
2015,"April",4,2015-04-01,28.23,0.9,29.52,1.02,-0.267
2015,"May",5,2015-05-01,28.06,1.04,29.78,0.97,-1.044
2015,"June",6,2015-06-01,27.99,1.28,29.86,1.05,-1.715
2015,"July",7,2015-07-01,27.46,1.56,29.82,1.04,-1.414
2015,"August",8,2015-08-01,27.08,1.87,29.73,1.05,-2.147
2015,"September",9,2015-09-01,27.25,2.01,29.8,1.12,-1.65
2015,"October",10,2015-10-01,27.39,2.21,29.86,1.19,-1.912
2015,"November",11,2015-11-01,27.6,2.57,30.22,1.59,-0.633
2015,"December",12,2015-12-01,27.8,2.56,29.95,1.51,-0.997
2016,"January",1,2016-01-01,28.23,2.56,29.59,1.33,-2.122
2016,"February",2,2016-02-01,28.25,2.11,29.4,1.3,-2.094
2016,"March",3,2016-03-01,28.62,1.6,29.44,1.15,-0.755
2016,"April",4,2016-04-01,28.25,1.05,29.38,0.88,-2.608
2016,"May",5,2016-05-01,27.27,0.45,29.44,0.63,0.216
2016,"June",6,2016-06-01,26.56,0.06,29.27,0.45,0.441
2016,"July",7,2016-07-01,25.34,-0.25,29.01,0.24,0.448
2016,"August",8,2016-08-01,24.5,-0.48,28.69,0.02,0.404
2016,"September",9,2016-09-01,24.71,-0.46,28.52,-0.16,1.278
2016,"October",10,2016-10-01,24.41,-0.75,28.3,-0.38,-0.66
2016,"November",11,2016-11-01,24.5,-0.63,28.33,-0.29,-0.227
2016,"December",12,2016-12-01,24.66,-0.51,28.31,-0.13,0.19
2017,"January",1,2017-01-01,25.5,-0.34,28.13,-0.13,0.077
2017,"February",2,2017-02-01,26.75,-0.01,28.15,0.06,-0.328
2017,"March",3,2017-03-01,27.34,-0.09,28.24,-0.05,0.409
2017,"April",4,2017-04-01,27.9,0.22,28.69,0.19,-0.752
2017,"May",5,2017-05-01,27.37,0.3,29.1,0.29,0.23
2017,"June",6,2017-06-01,26.51,0.22,29.15,0.34,-1.392
2017,"July",7,2017-07-01,25.66,0.22,29.07,0.29,0.847
2017,"August",8,2017-08-01,24.63,-0.18,28.84,0.17,0.167
2017,"September",9,2017-09-01,24.01,-0.56,28.59,-0.1,0.622
2017,"October",10,2017-10-01,24.11,-0.52,28.57,-0.1,0.753
2017,"November",11,2017-11-01,23.87,-0.84,28.41,-0.21,0.935
2017,"December",12,2017-12-01,24.05,-0.85,28.14,-0.31,-0.265
2018,"January",1,2018-01-01,24.42,-0.86,27.96,-0.31,NA
2018,"February",2,2018-02-01,25.58,-0.73,27.9,-0.2,NA
2018,"March",3,2018-03-01,26.24,-0.73,28.19,-0.09,NA
2018,"April",4,2018-04-01,27.05,-0.36,28.68,0.18,NA
2018,"May",5,2018-05-01,26.89,-0.12,29.1,0.29,NA
2018,"June",6,2018-06-01,26.64,0.12,29.1,0.29,NA
2018,"July",7,2018-07-01,25.86,0.27,29.12,0.34,NA
2018,"August",8,2018-08-01,24.88,0.05,29.13,0.46,NA
2018,"September",9,2018-09-01,25.03,0.3,29.24,0.56,NA
2018,"October",10,2018-10-01,25.64,0.84,29.52,0.84,NA
2018,"November",11,2018-11-01,25.97,1,29.44,0.81,NA
2018,"December",12,2018-12-01,26.12,0.97,29.34,0.89,NA
